NAME,#,MIRIAM,SHORT NAME,COMPARTMENT,ensembl_gene,ensembl_transcript,ensembl_protein,entrez_gene,refseq_gene,uniprot_gene
ENSMUSG00000002205,,,,,ENSMUSG00000002205,ENSMUST00000002275; ENSMUST00000125705; ENSMUST00000134750; ENSMUST00000135783; ENSMUST00000136069; ENSMUST00000144515; ENSMUST00000147952; ENSMUST00000165957; ENSMUST00000171821; ENSMUST00000208083,ENSMUSP00000002275; ENSMUSP00000119073; ENSMUSP00000122114; ENSMUSP00000130331; ENSMUSP00000131704; ENSMUSP00000132748,101568,NC_000073.7,Q8K3G5;Q3TAR6
ENSMUSG00000002289,,,,,ENSMUSG00000002289,ENSMUST00000002360; ENSMUST00000173869; ENSMUST00000174858; ENSMUST00000174872,ENSMUSP00000002360; ENSMUSP00000133417,57875,NC_000083.7,Q9Z1P8
ENSMUSG00000002326,,,,,ENSMUSG00000002326,ENSMUST00000002397; ENSMUST00000226735; ENSMUST00000226787; ENSMUST00000227178; ENSMUST00000227696; ENSMUST00000227914,ENSMUSP00000002397; ENSMUSP00000154349; ENSMUSP00000154721,105446,NC_000080.7,Q99L27
ENSMUSG00000002329,,,,,ENSMUSG00000002329,ENSMUST00000002400; ENSMUST00000226659; ENSMUST00000228093,ENSMUSP00000002400,67881,NC_000080.7,Q9D967
ENSMUSG00000002379,,,,,ENSMUSG00000002379,ENSMUST00000002452; ENSMUST00000233233; ENSMUST00000233457; ENSMUST00000233832,ENSMUSP00000002452; ENSMUSP00000156737; ENSMUSP00000156832,69875,NC_000083.7,A0A3B2W4A5;G5E814;A0A3B2W441
ENSMUSG00000002409,,,,,ENSMUSG00000002409,ENSMUST00000085901; ENSMUST00000172467; ENSMUST00000172761,ENSMUSP00000083064; ENSMUSP00000133431; ENSMUSP00000133719,13549,NC_000073.7,Q9Z188
ENSMUSG00000002413,,,,,ENSMUSG00000002413,ENSMUST00000002487; ENSMUST00000101497; ENSMUST00000167073; ENSMUST00000167169; ENSMUST00000169647,ENSMUSP00000002487; ENSMUSP00000099036,109880,NC_000072.7,P28028
ENSMUSG00000002416,,,,,ENSMUSG00000002416,ENSMUST00000002490; ENSMUST00000119379; ENSMUST00000128064; ENSMUST00000135239; ENSMUST00000135671; ENSMUST00000146793,ENSMUSP00000114095; ENSMUSP00000118918,68198,NC_000072.7,Q9CPU2
ENSMUSG00000002428,,,,,ENSMUSG00000002428,ENSMUST00000002502; ENSMUST00000128127; ENSMUST00000143005; ENSMUST00000145853; ENSMUST00000154233; ENSMUST00000155635,ENSMUSP00000002502; ENSMUSP00000116570; ENSMUSP00000118775,20585,NC_000069.7,Q6PCN7
ENSMUSG00000002550,,,,,ENSMUSG00000002550,ENSMUST00000002625; ENSMUST00000133804; ENSMUST00000134351; ENSMUST00000138133; ENSMUST00000142797,ENSMUSP00000002625; ENSMUSP00000125350,22245,NC_000068.8,P52623;Q3V218;A2AN37;F7CBX2
ENSMUSG00000002588,,,,,ENSMUSG00000002588,ENSMUST00000002663; ENSMUST00000176933; ENSMUST00000176945; ENSMUST00000177159,ENSMUSP00000002663; ENSMUSP00000135195; ENSMUSP00000135728,18979,NC_000072.7,P52430
ENSMUSG00000002658,,,,,ENSMUSG00000002658,ENSMUST00000002733,ENSMUSP00000002733,98053,NC_000083.7,Q3THK3
ENSMUSG00000002688,,,,,ENSMUSG00000002688,ENSMUST00000002765,ENSMUSP00000002765,18760,NC_000078.7,Q62101
ENSMUSG00000002728,,,,,ENSMUSG00000002728,ENSMUST00000002805; ENSMUST00000110000; ENSMUST00000129502; ENSMUST00000134759; ENSMUST00000136330; ENSMUST00000149461; ENSMUST00000150316; ENSMUST00000165635; ENSMUST00000169732,ENSMUSP00000002805; ENSMUSP00000105627; ENSMUSP00000126280; ENSMUSP00000127844; ENSMUSP00000127918; ENSMUSP00000129127; ENSMUSP00000132857,67877,NC_000068.8,P61600;E9Q023;Q9DB82;E9PXA4;E9PZX8;E9PYH1;G5E8X4
ENSMUSG00000002741,,,,,ENSMUSG00000002741,ENSMUST00000002818; ENSMUST00000143834,ENSMUSP00000002818,56418,NC_000077.7,Q9CQW1
ENSMUSG00000002769,,,,,ENSMUSG00000002769,ENSMUST00000002846; ENSMUST00000147112; ENSMUST00000233086,ENSMUSP00000002846,14711,NC_000083.7,Q9QXF8
ENSMUSG00000002797,,,,,ENSMUSG00000002797,ENSMUST00000002874; ENSMUST00000131475; ENSMUST00000136527; ENSMUST00000203208; ENSMUST00000204301; ENSMUST00000204770,ENSMUSP00000120154; ENSMUSP00000145291; ENSMUSP00000145492,110175,NC_000072.7,Q9D7X8
ENSMUSG00000002804,,,,,ENSMUSG00000002804,ENSMUST00000002881; ENSMUST00000221397; ENSMUST00000221497; ENSMUST00000222793; ENSMUST00000222932,ENSMUSP00000002881; ENSMUSP00000152398; ENSMUSP00000152599,66174,NC_000078.7,Q9D142;A0A1Y7VLW5;A0A217FL49
ENSMUSG00000002825,,,,,ENSMUSG00000002825,ENSMUST00000002902; ENSMUST00000213718; ENSMUST00000213967; ENSMUST00000214101; ENSMUST00000214128; ENSMUST00000214681; ENSMUST00000214900; ENSMUST00000216277; ENSMUST00000216527; ENSMUST00000217060; ENSMUST00000217188,ENSMUSP00000002902; ENSMUSP00000148877; ENSMUSP00000149197; ENSMUSP00000149752; ENSMUSP00000149808; ENSMUSP00000150786,60507,NC_000075.7,Q9JMA2
ENSMUSG00000002844,,,,,ENSMUSG00000002844,ENSMUST00000002923; ENSMUST00000232145,ENSMUSP00000002923,11544,NC_000082.7,P54923;Q3U5N4
ENSMUSG00000002870,,,,,ENSMUSG00000002870,ENSMUST00000058011; ENSMUST00000203172; ENSMUST00000203935; ENSMUST00000204217; ENSMUST00000204365; ENSMUST00000204393; ENSMUST00000205165,ENSMUSP00000061923; ENSMUSP00000145295; ENSMUSP00000145337,17216,NC_000072.7,P97310
ENSMUSG00000002944,,,,,ENSMUSG00000002944,ENSMUST00000082367; ENSMUST00000165232; ENSMUST00000169095; ENSMUST00000170051; ENSMUST00000197574; ENSMUST00000197890,ENSMUSP00000080974; ENSMUSP00000126300; ENSMUSP00000131832; ENSMUSP00000133008; ENSMUSP00000143061; ENSMUSP00000143107,12491,NC_000071.7,Q08857;Q3UAI3;Q8C6Z4;Q3UC79;Q3U6Y9
ENSMUSG00000002948,,,,,ENSMUSG00000002948,ENSMUST00000003027; ENSMUST00000062686; ENSMUST00000110994; ENSMUST00000110995; ENSMUST00000110996; ENSMUST00000110998; ENSMUST00000110999; ENSMUST00000129537; ENSMUST00000129866; ENSMUST00000207247,ENSMUSP00000003027; ENSMUSP00000054512; ENSMUSP00000106622; ENSMUSP00000106623; ENSMUSP00000106624; ENSMUSP00000106626; ENSMUSP00000106627; ENSMUSP00000146485,26400,NC_000074.7,Q8CE90
ENSMUSG00000002963,,,,,ENSMUSG00000002963,ENSMUST00000003044; ENSMUST00000098478; ENSMUST00000107876; ENSMUST00000123015; ENSMUST00000124168; ENSMUST00000126860; ENSMUST00000139003; ENSMUST00000144669; ENSMUST00000145850; ENSMUST00000152747; ENSMUST00000154968; ENSMUST00000155050; ENSMUST00000200892; ENSMUST00000201882; ENSMUST00000202646; ENSMUST00000208385; ENSMUST00000208666,ENSMUSP00000003044; ENSMUSP00000096078; ENSMUSP00000103508; ENSMUSP00000115504; ENSMUSP00000143862; ENSMUSP00000143904; ENSMUSP00000144163; ENSMUSP00000144330; ENSMUSP00000144484; ENSMUSP00000144663; ENSMUSP00000144690; ENSMUSP00000147012; ENSMUSP00000147079,59047,NC_000073.7,E9Q9A5;G5E8N7;A0A0J9YUT2;A0A0J9YVH5;A0A140LIZ1;A0A0J9YUF9;D3YZV7;A0A0J9YTV1;A0A0J9YV48;A0A140LJ53;A0A0J9YVJ6
ENSMUSG00000002997,,,,,ENSMUSG00000002997,ENSMUST00000003079; ENSMUST00000036497; ENSMUST00000146865,ENSMUSP00000003079; ENSMUSP00000039797; ENSMUSP00000135290,19088,NC_000078.7,P31324
ENSMUSG00000003053,,,,,ENSMUSG00000003053,ENSMUST00000003137; ENSMUST00000176624; ENSMUST00000177087,ENSMUSP00000003137; ENSMUSP00000135839; ENSMUSP00000135863,13095,NC_000085.7,Q64458;Q3UEF2
ENSMUSG00000003068,,,,,ENSMUSG00000003068,ENSMUST00000003152; ENSMUST00000105370; ENSMUST00000105371; ENSMUST00000128992; ENSMUST00000129235; ENSMUST00000144108; ENSMUST00000144119; ENSMUST00000144883; ENSMUST00000152592,ENSMUSP00000003152; ENSMUSP00000101009; ENSMUSP00000101010; ENSMUSP00000114195; ENSMUSP00000118853,20869,NC_000076.7,Q9WTK7;Q3V4A1
ENSMUSG00000003072,,,,,ENSMUSG00000003072,ENSMUST00000003156; ENSMUST00000105366; ENSMUST00000105367; ENSMUST00000150347,ENSMUSP00000003156; ENSMUSP00000101005; ENSMUSP00000101006,66043,NC_000076.7,Q9D3D9;D3Z7S4;Q4FK74
ENSMUSG00000003099,,,,,ENSMUSG00000003099,ENSMUST00000003183; ENSMUST00000124573; ENSMUST00000127311; ENSMUST00000138353; ENSMUST00000142597; ENSMUST00000142831; ENSMUST00000145997; ENSMUST00000146920; ENSMUST00000153242; ENSMUST00000154880; ENSMUST00000156366,ENSMUSP00000003183; ENSMUSP00000122783,19060,NC_000073.7,Q60676
ENSMUSG00000003119,,,,,ENSMUSG00000003119,ENSMUST00000003203; ENSMUST00000107538; ENSMUST00000107539; ENSMUST00000125152; ENSMUST00000145113; ENSMUST00000147441,ENSMUSP00000003203; ENSMUSP00000103162; ENSMUSP00000103163,69131,NC_000077.7,Q14AX6
ENSMUSG00000003123,,,,,ENSMUSG00000003123,ENSMUST00000003207; ENSMUST00000054301; ENSMUST00000105177; ENSMUST00000149349; ENSMUST00000205698; ENSMUST00000205923; ENSMUST00000206588; ENSMUST00000206861,ENSMUSP00000003207; ENSMUSP00000050935; ENSMUSP00000100811; ENSMUSP00000123485; ENSMUSP00000145665; ENSMUSP00000145669; ENSMUSP00000146000,16890,NC_000073.7,P54310
ENSMUSG00000003131,,,,,ENSMUSG00000003131,ENSMUST00000172450; ENSMUST00000213853; ENSMUST00000214179; ENSMUST00000214996; ENSMUST00000215060; ENSMUST00000215427; ENSMUST00000216334; ENSMUST00000217514; ENSMUST00000217636,ENSMUSP00000127851; ENSMUSP00000148931; ENSMUSP00000149204; ENSMUSP00000149409; ENSMUSP00000149819; ENSMUSP00000149998; ENSMUSP00000150013; ENSMUSP00000151196,18475,NC_000075.7,Q61206
ENSMUSG00000003153,,,,,ENSMUSG00000003153,ENSMUST00000032476; ENSMUST00000165884; ENSMUST00000166135; ENSMUST00000168704; ENSMUST00000168801; ENSMUST00000169979; ENSMUST00000170724; ENSMUST00000171541,ENSMUSP00000032476; ENSMUSP00000128076; ENSMUSP00000129604; ENSMUSP00000129925; ENSMUSP00000131615; ENSMUSP00000132586,20527,NC_000072.7,P32037;Q8BLF7;Q3TPL8
ENSMUSG00000003226,,,,,ENSMUSG00000003226,ENSMUST00000003310; ENSMUST00000219332; ENSMUST00000220131,ENSMUSP00000003310,19386,NC_000076.7,Q9ERU9
ENSMUSG00000003271,,,,,ENSMUSG00000003271,ENSMUST00000075571; ENSMUST00000209435; ENSMUST00000209464; ENSMUST00000209739; ENSMUST00000210021; ENSMUST00000210147; ENSMUST00000210754; ENSMUST00000211779,ENSMUSP00000075005; ENSMUSP00000147374; ENSMUSP00000147564; ENSMUSP00000148064,54200,NC_000073.7,O35400
ENSMUSG00000003341,,,,,ENSMUSG00000003341,ENSMUST00000020383; ENSMUST00000219648; ENSMUST00000220326,ENSMUSP00000020383; ENSMUSP00000151571; ENSMUSP00000151589,67331,NC_000076.7,Q6UQ17
ENSMUSG00000003345,,,,,ENSMUSG00000003345,ENSMUST00000079773; ENSMUST00000085435; ENSMUST00000217902; ENSMUST00000218093; ENSMUST00000219814; ENSMUST00000220025; ENSMUST00000220163; ENSMUST00000220431,ENSMUSP00000078706; ENSMUSP00000082560; ENSMUSP00000151911,103236,NC_000076.7,Q8BVP5;A0A1W2P817;Q99K78
ENSMUSG00000003360,,,,,ENSMUSG00000003360,ENSMUST00000003450; ENSMUST00000159170; ENSMUST00000159423; ENSMUST00000160506; ENSMUST00000161030; ENSMUST00000162384; ENSMUST00000228973,ENSMUSP00000003450; ENSMUSP00000125168,74351,NC_000081.7,E0CXN3;D3Z0M9
ENSMUSG00000003363,,,,,ENSMUSG00000003363,ENSMUST00000117095; ENSMUST00000117611; ENSMUST00000127240; ENSMUST00000131106; ENSMUST00000142981; ENSMUST00000143903; ENSMUST00000150964; ENSMUST00000155287,ENSMUSP00000112942; ENSMUSP00000113820; ENSMUSP00000115891; ENSMUSP00000119228; ENSMUSP00000122897,18807,NC_000073.7,O35405
ENSMUSG00000003402,,,,,ENSMUSG00000003402,ENSMUST00000003493; ENSMUST00000115331; ENSMUST00000214565; ENSMUST00000215795; ENSMUST00000216344,ENSMUSP00000003493; ENSMUSP00000110987; ENSMUSP00000149936; ENSMUSP00000150233,19089,NC_000075.7,O08795;Q3U518
ENSMUSG00000003477,,,,,ENSMUSG00000003477,ENSMUST00000003569; ENSMUST00000152720,ENSMUSP00000003569,21743,NC_000072.7,P40936
ENSMUSG00000003484,,,,,ENSMUSG00000003484,ENSMUST00000003574; ENSMUST00000125448; ENSMUST00000141975,ENSMUSP00000003574; ENSMUSP00000148315,72054,NC_000074.7,Q99N16
ENSMUSG00000003500,,,,,ENSMUSG00000003500,ENSMUST00000078155; ENSMUST00000159124; ENSMUST00000160613; ENSMUST00000160749; ENSMUST00000160878; ENSMUST00000161654; ENSMUST00000162099; ENSMUST00000162215; ENSMUST00000162242; ENSMUST00000162739,ENSMUSP00000077289; ENSMUSP00000123981; ENSMUSP00000124269; ENSMUSP00000124541; ENSMUSP00000124931; ENSMUSP00000125077; ENSMUSP00000125235; ENSMUSP00000125488,23917,NC_000072.7,P50096
ENSMUSG00000003518,,,,,ENSMUSG00000003518,ENSMUST00000003612; ENSMUST00000107172; ENSMUST00000107173; ENSMUST00000125794; ENSMUST00000143177; ENSMUST00000151678; ENSMUST00000176261,ENSMUSP00000003612; ENSMUSP00000102790; ENSMUSP00000102791; ENSMUSP00000135343; ENSMUSP00000135384; ENSMUSP00000135443; ENSMUSP00000135821,72349,NC_000077.7,Q9D7X3
ENSMUSG00000003526,,,,,ENSMUSG00000003526,ENSMUST00000003620; ENSMUST00000123969; ENSMUST00000126087; ENSMUST00000132241; ENSMUST00000136776; ENSMUST00000139861; ENSMUST00000141635; ENSMUST00000232384; ENSMUST00000232502; ENSMUST00000232554,ENSMUSP00000003620; ENSMUSP00000117597; ENSMUSP00000118264; ENSMUSP00000121736; ENSMUSP00000122889; ENSMUSP00000123223; ENSMUSP00000156221,19125,NC_000082.7,Q9WU79
ENSMUSG00000003528,,,,,ENSMUSG00000003528,ENSMUST00000003622; ENSMUST00000129270; ENSMUST00000131507; ENSMUST00000142022; ENSMUST00000147384; ENSMUST00000150925,ENSMUSP00000003622; ENSMUSP00000123613,13358,NC_000082.7,Q8JZU2
ENSMUSG00000003555,,,,,ENSMUSG00000003555,ENSMUST00000026012; ENSMUST00000131142; ENSMUST00000156577; ENSMUST00000236174,ENSMUSP00000026012; ENSMUSP00000157718,13074,NC_000085.7,P27786;Q53YJ1;Q3UYU1
ENSMUSG00000003559,,,,,ENSMUSG00000003559,ENSMUST00000003655; ENSMUST00000235266; ENSMUST00000235842; ENSMUST00000236063; ENSMUST00000236465; ENSMUST00000236473; ENSMUST00000237219,ENSMUSP00000003655; ENSMUSP00000157523; ENSMUSP00000157611; ENSMUSP00000158498,57344,NC_000085.7,Q91WU5
ENSMUSG00000003617,,,,,ENSMUSG00000003617,ENSMUST00000003714; ENSMUST00000091309; ENSMUST00000108325; ENSMUST00000108328; ENSMUST00000108329; ENSMUST00000125994; ENSMUST00000128615; ENSMUST00000129135; ENSMUST00000131454; ENSMUST00000131811; ENSMUST00000150264; ENSMUST00000172605; ENSMUST00000172860; ENSMUST00000173779; ENSMUST00000173848; ENSMUST00000174803,ENSMUSP00000003714; ENSMUSP00000088857; ENSMUSP00000103961; ENSMUSP00000103964; ENSMUSP00000103965; ENSMUSP00000133374; ENSMUSP00000133643; ENSMUSP00000133676; ENSMUSP00000134347,12870,NC_000069.7,Q61147;E9PZD8;G3X8Q5;G3X9T8;Q8BU82;G3UXG1;G3UWP5;G3UZ53;G3UXD2
ENSMUSG00000003623,,,,,ENSMUSG00000003623,ENSMUST00000003720; ENSMUST00000146115; ENSMUST00000157024,ENSMUSP00000003720,74114,NC_000071.7,Q9DC50
ENSMUSG00000003644,,,,,ENSMUSG00000003644,ENSMUST00000003741; ENSMUST00000105894; ENSMUST00000129636; ENSMUST00000137486; ENSMUST00000157067; ENSMUST00000168974; ENSMUST00000173961; ENSMUST00000173989; ENSMUST00000174481,ENSMUSP00000003741; ENSMUSP00000101514; ENSMUSP00000119328; ENSMUSP00000121341; ENSMUSP00000126774; ENSMUSP00000134507,20111,NC_000070.7,P18653;Q810V8;Q505N6;E9PWV3;F6Q8A4;G3UZI3;F6RQA2
ENSMUSG00000003660,,,,,ENSMUSG00000003660,ENSMUST00000103220; ENSMUST00000131435; ENSMUST00000140868; ENSMUST00000142327; ENSMUST00000143481,ENSMUSP00000099509,320632,NC_000068.8,Q6P4T2
ENSMUSG00000003665,,,,,ENSMUSG00000003665,ENSMUST00000003762; ENSMUST00000232410,ENSMUSP00000003762,15116,NC_000083.7,Q61647;Q3UUP6
ENSMUSG00000003731,,,,,ENSMUSG00000003731,ENSMUST00000003828; ENSMUST00000102590; ENSMUST00000126010; ENSMUST00000138916; ENSMUST00000146215; ENSMUST00000146361,ENSMUSP00000003828; ENSMUSP00000099650; ENSMUSP00000114265,16650,NC_000070.7,O35345;Q8BH30
ENSMUSG00000003746,,,,,ENSMUSG00000003746,ENSMUST00000003843; ENSMUST00000105469; ENSMUST00000105470; ENSMUST00000133330; ENSMUST00000146483; ENSMUST00000218317; ENSMUST00000219234; ENSMUST00000220088,ENSMUSP00000003843; ENSMUSP00000101110; ENSMUSP00000151328; ENSMUSP00000151568,17155,NC_000076.7,P45700;Q544T7
ENSMUSG00000003752,,,,,ENSMUSG00000003752,ENSMUST00000003850; ENSMUST00000147170; ENSMUST00000149067; ENSMUST00000206441,ENSMUSP00000003850,233011,NC_000073.7,Q7TS72
ENSMUSG00000003808,,,,,ENSMUSG00000003808,ENSMUST00000003906; ENSMUST00000109754; ENSMUST00000129595; ENSMUST00000141480; ENSMUST00000144404; ENSMUST00000156970,ENSMUSP00000003906; ENSMUSP00000105376; ENSMUSP00000120609,66590,NC_000074.7,Q8C0C7
ENSMUSG00000003809,,,,,ENSMUSG00000003809,ENSMUST00000003907; ENSMUST00000109745; ENSMUST00000128023; ENSMUST00000136462; ENSMUST00000139180; ENSMUST00000142748,ENSMUSP00000003907; ENSMUSP00000105367; ENSMUSP00000116584,270076,NC_000074.7,Q60759;Q8BVD4;A0A0A0MQ68;D3Z4I2
ENSMUSG00000003810,,,,,ENSMUSG00000003810,ENSMUST00000003908; ENSMUST00000106484; ENSMUST00000106485; ENSMUST00000106486; ENSMUST00000123072; ENSMUST00000123761; ENSMUST00000128252; ENSMUST00000128713; ENSMUST00000131809; ENSMUST00000134460; ENSMUST00000144281; ENSMUST00000147262; ENSMUST00000147459; ENSMUST00000151347; ENSMUST00000156884; ENSMUST00000239177; ENSMUST00000239239,ENSMUSP00000003908; ENSMUSP00000102093; ENSMUSP00000102094; ENSMUSP00000102095; ENSMUSP00000118340; ENSMUSP00000122625; ENSMUSP00000159199; ENSMUSP00000159270,17776,NC_000070.7,Q60592;E9Q1Q1;E9QLW6;B1AST7;A0A668KLF8;A0A668KL31;B1AST6;B1AST5;B1AST8
ENSMUSG00000003824,,,,,ENSMUSG00000003824,ENSMUST00000003922; ENSMUST00000136026; ENSMUST00000144466; ENSMUST00000170296,ENSMUSP00000003922; ENSMUSP00000122159; ENSMUSP00000131438,71846,NC_000074.7,Q505B8;F8WHI9;E9PYH4
ENSMUSG00000003849,,,,,ENSMUSG00000003849,ENSMUST00000003947,ENSMUSP00000003947,18104,NC_000074.7,Q64669;Q542Y0
ENSMUSG00000003865,,,,,ENSMUSG00000003865,ENSMUST00000003964; ENSMUST00000209230; ENSMUST00000209640; ENSMUST00000210563; ENSMUST00000210715; ENSMUST00000211150,ENSMUSP00000003964; ENSMUSP00000147424; ENSMUSP00000148252,14936,NC_000073.7,Q9Z1E4
ENSMUSG00000003868,,,,,ENSMUSG00000003868,ENSMUST00000107771; ENSMUST00000209426; ENSMUST00000210271; ENSMUST00000210439; ENSMUST00000211214; ENSMUST00000211440; ENSMUST00000211478; ENSMUST00000211666,ENSMUSP00000103400; ENSMUSP00000147423; ENSMUSP00000147502; ENSMUSP00000147650; ENSMUSP00000147688; ENSMUSP00000148040; ENSMUSP00000148205,20174,NC_000073.7,Q9WTM5;Q3TXT7
ENSMUSG00000004018,,,,,ENSMUSG00000004018,ENSMUST00000004120; ENSMUST00000109509; ENSMUST00000134445; ENSMUST00000136830; ENSMUST00000143471,ENSMUSP00000004120; ENSMUSP00000105135; ENSMUSP00000117073; ENSMUSP00000119873,67030,NC_000077.7,Q9CR14
ENSMUSG00000004032,,,,,ENSMUSG00000004032,ENSMUST00000004134; ENSMUST00000167387; ENSMUST00000167523; ENSMUST00000169365; ENSMUST00000170058; ENSMUST00000172247,ENSMUSP00000004134; ENSMUSP00000125913; ENSMUSP00000127020; ENSMUSP00000127840; ENSMUSP00000128306; ENSMUSP00000129426,14866,NC_000069.7,P48774
ENSMUSG00000004035,,,,,ENSMUSG00000004035,ENSMUST00000004137; ENSMUST00000106687; ENSMUST00000106688; ENSMUST00000124215; ENSMUST00000133947,ENSMUSP00000004137; ENSMUSP00000102298; ENSMUSP00000102299; ENSMUSP00000118707; ENSMUSP00000122567,68312,NC_000069.7,Q80W21
ENSMUSG00000004038,,,,,ENSMUSG00000004038,ENSMUST00000004136,ENSMUSP00000004136,14864,NC_000069.7,P19639
ENSMUSG00000004054,,,,,ENSMUSG00000004054,ENSMUST00000004156; ENSMUST00000235661; ENSMUST00000235727; ENSMUST00000235891; ENSMUST00000237032,ENSMUSP00000004156; ENSMUSP00000158271; ENSMUSP00000158463,26403,NC_000085.7,Q80XI6
ENSMUSG00000004056,,,,,ENSMUSG00000004056,ENSMUST00000051356; ENSMUST00000085917; ENSMUST00000108342; ENSMUST00000108343; ENSMUST00000108344; ENSMUST00000128540; ENSMUST00000136962; ENSMUST00000136981; ENSMUST00000138459; ENSMUST00000142365; ENSMUST00000143347; ENSMUST00000143499; ENSMUST00000147263; ENSMUST00000167435,ENSMUSP00000052103; ENSMUSP00000083081; ENSMUSP00000103979; ENSMUSP00000103980; ENSMUSP00000103981; ENSMUSP00000117119; ENSMUSP00000117682; ENSMUSP00000120978; ENSMUSP00000122716; ENSMUSP00000123204; ENSMUSP00000132141,11652,NC_000073.7,Q60823;Q8CE74;Q3TY95
ENSMUSG00000004070,,,,,ENSMUSG00000004070,ENSMUST00000004172; ENSMUST00000118885; ENSMUST00000120232; ENSMUST00000121529; ENSMUST00000140367; ENSMUST00000154117,ENSMUSP00000004172; ENSMUSP00000112378; ENSMUSP00000112397; ENSMUSP00000113110; ENSMUSP00000115932; ENSMUSP00000122699,15369,NC_000082.7,O70252;Q544R7
ENSMUSG00000004085,,,,,ENSMUSG00000004085,ENSMUST00000090824; ENSMUST00000112073; ENSMUST00000135204; ENSMUST00000135469; ENSMUST00000144111; ENSMUST00000150126,ENSMUSP00000088334; ENSMUSP00000118983; ENSMUSP00000119340,65964,NC_000068.8,Q9ESL4;Q3TRG2
ENSMUSG00000004127,,,,,ENSMUSG00000004127,ENSMUST00000040321; ENSMUST00000159481; ENSMUST00000159622; ENSMUST00000161141; ENSMUST00000161791; ENSMUST00000162864,ENSMUSP00000042082; ENSMUSP00000124465; ENSMUSP00000125681; ENSMUSP00000125749; ENSMUSP00000130478,108943,NC_000069.7,Q8C1Z8;E9Q663;A0A0R4J205;E0CY61;E0CZ56
ENSMUSG00000004233,,,,,ENSMUSG00000004233,ENSMUST00000004343; ENSMUST00000126875; ENSMUST00000135960; ENSMUST00000145650; ENSMUST00000198044,ENSMUSP00000004343; ENSMUSP00000142361; ENSMUSP00000142470; ENSMUSP00000142723,70560,NC_000069.7,Q9CYK1
ENSMUSG00000004267,,,,,ENSMUSG00000004267,ENSMUST00000004378; ENSMUST00000112476; ENSMUST00000125436; ENSMUST00000127274; ENSMUST00000128598; ENSMUST00000128701; ENSMUST00000135626; ENSMUST00000138770; ENSMUST00000139763; ENSMUST00000146712; ENSMUST00000147004; ENSMUST00000147307; ENSMUST00000149652; ENSMUST00000151214; ENSMUST00000156033; ENSMUST00000204896,ENSMUSP00000004378; ENSMUSP00000108095; ENSMUSP00000114500; ENSMUSP00000119112; ENSMUSP00000144698; ENSMUSP00000144854; ENSMUSP00000144861; ENSMUSP00000145131; ENSMUSP00000145216,13807,NC_000072.7,P17183;D3Z6E4;Q545V3;A0A0N4SUW8;D3YVD3;D3Z2S4;A0A0N4SUX5;A0A0N4SUI6
ENSMUSG00000004268,,,,,ENSMUSG00000004268,ENSMUST00000004379; ENSMUST00000125795; ENSMUST00000141251; ENSMUST00000142187; ENSMUST00000203238; ENSMUST00000204334,ENSMUSP00000004379; ENSMUSP00000144730,14791,NC_000072.7,O35130;Q542P8
ENSMUSG00000004270,,,,,ENSMUSG00000004270,ENSMUST00000004381; ENSMUST00000128721; ENSMUST00000130020; ENSMUST00000133797; ENSMUST00000135516; ENSMUST00000141069; ENSMUST00000141546; ENSMUST00000150597; ENSMUST00000152176,ENSMUSP00000004381; ENSMUSP00000144738,14792,NC_000072.7,Q91V01
ENSMUSG00000004285,,,,,ENSMUSG00000004285,ENSMUST00000004396; ENSMUST00000143101; ENSMUST00000149646,ENSMUSP00000004396; ENSMUSP00000116986; ENSMUSP00000145062,66144,NC_000072.7,Q9D1K2
ENSMUSG00000004341,,,,,ENSMUSG00000004341,ENSMUST00000004453; ENSMUST00000136668,ENSMUSP00000004453,75512,NC_000079.7,Q91WR8
ENSMUSG00000004344,,,,,ENSMUSG00000004344,ENSMUST00000110491,ENSMUSP00000106117,14780,NC_000079.7,P21765;Q8CDQ5;Q496Q2;Q8CC60
ENSMUSG00000004347,,,,,ENSMUSG00000004347,ENSMUST00000044505; ENSMUST00000114327; ENSMUST00000164037; ENSMUST00000164752; ENSMUST00000166102; ENSMUST00000166890; ENSMUST00000168944; ENSMUST00000170774; ENSMUST00000203372; ENSMUST00000203462; ENSMUST00000203492; ENSMUST00000203689; ENSMUST00000203967; ENSMUST00000204821; ENSMUST00000239143,ENSMUSP00000046601; ENSMUSP00000109966; ENSMUSP00000128364; ENSMUSP00000129185; ENSMUSP00000130139; ENSMUSP00000131350; ENSMUSP00000131892; ENSMUSP00000133170; ENSMUSP00000145419; ENSMUSP00000145508; ENSMUSP00000158960,18575,NC_000072.7,Q64338;Q8CDV2;Q9D5W0;Q5D0E7;Q3USZ6;A0A0N4SWG4;A0A5F8MPG4;E9Q7V6;A0A0N4SW87
ENSMUSG00000004393,,,,,ENSMUSG00000004393,ENSMUST00000004507; ENSMUST00000139073; ENSMUST00000151446; ENSMUST00000155874,ENSMUSP00000004507; ENSMUSP00000122368,52513,NC_000077.7,Q9D0R4;Q5SVX3
