,#,ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
84,,MMRNR00073,N-Acetyl-L-Aspartate Amidohydrolase,H2O[c] + N-acetyl-L-aspartate[c] => acetate[c] + aspartate[c],3.5.1.15,ENSMUSG00000020774 or ENSMUSG00000024866,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
85,,MMRNR00074,Amino-Acid N-Acetyltransferase,acetyl-CoA[m] + L-Alanine[m] <=> CoA[m] + H+[m] + N-acetyl-L-alanine[m],2.3.1.1,ENSMUSG00000048217,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
86,,MMRNR00075,Alanine Racemase,L-Alanine[c] <=> alanine[c],5.1.1.1,ENSMUSG00000031485,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
87,,MMRNR00076,Aspartate Transaminase,AKG[c] + aspartate[c] <=> glutamate[c] + OAA[c],2.6.1.1,ENSMUSG00000025190,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
88,,MMRNR00077,L-Asparagine Amidohydrolase / Cyanoamino Acid Metabolism / Nitrogen Metabolism Ec:3.5.1.1 Ec:3.5.1.38,asparagine[c] + H2O[c] => aspartate[c] + NH4+[c],3.5.1.38,ENSMUSG00000037686,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
89,,MMRNR00078,Argininosuccinate Lyase,argininosuccinate[c] <=> arginine[c] + fumarate[c],4.3.2.1,ENSMUSG00000025532 or ENSMUSG00000025533,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
90,,MMRNR00079,HMR_9897,H2O[c] + N-Acetylaspartylglutamate[c] => glutamate[c] + N-acetyl-L-aspartate[c],EC:3.4.17.21,ENSMUSG00000001773 or ENSMUSG00000043943 or ENSMUSG00000054999 or ENSMUSG00000102758,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
91,,MMRNR00080,HMR_9898,ATP[c] + glutamate[c] + N-acetyl-L-aspartate[c] => ADP[c] + N-Acetylaspartylglutamate[c] + Pi[c],EC:6.3.2.41;EC:6.3.2.42,ENSMUSG00000040649 or ENSMUSG00000048899,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
92,,MMRNR00081,HMR_9899,H2O[c] + N-Acetylaspartylglutamylglutamate[c] => glutamate[c] + N-Acetylaspartylglutamate[c],EC:3.4.17.21,ENSMUSG00000001773 or ENSMUSG00000043943 or ENSMUSG00000054999 or ENSMUSG00000102758,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
93,,MMRNR00082,HMR_9900,ATP[c] + glutamate[c] + N-Acetylaspartylglutamate[c] => ADP[c] + N-Acetylaspartylglutamylglutamate[c] + Pi[c],EC:6.3.2.41;EC:6.3.2.42,ENSMUSG00000040649 or ENSMUSG00000048899,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
94,,MMRNR00083,R_HMR_3802,glutamate[m] + H2O[m] + NAD+[m] <=> AKG[m] + H+[m] + NADH[m] + NH3[m],,ENSMUSG00000021794,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
95,,MMRNR00084,R_HMR_3804,AKG[m] + H+[m] + NADPH[m] + NH3[m] <=> glutamate[m] + H2O[m] + NADP+[m],,ENSMUSG00000021794,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
96,,MMRNR00085,R_HMR_3811,aspartate[c] + ATP[c] + citrulline[c] => AMP[c] + argininosuccinate[c] + PPi[c],,ENSMUSG00000076441,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
97,,MMRNR00086,R_HMR_3831,aspartate[c] => fumarate[c] + NH3[c],,ENSMUSG00000026526,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
98,,MMRNR00087,R_HMR_3862,asparagine[m] + H2O[m] => aspartate[m] + NH3[m],,ENSMUSG00000024654 or ENSMUSG00000037686,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
99,,MMRNR00088,R_HMR_3865,3-sulfinoalanine[m] + AKG[m] => 3-sulfinylpyruvic acid[m] + glutamate[m],,ENSMUSG00000031672,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
100,,MMRNR00089,R_HMR_3873,2 ATP[m] + CO2[m] + H2O[m] + NH3[m] => 2 ADP[m] + carbamoyl-phosphate[m] + Pi[m],,ENSMUSG00000025991,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
101,,MMRNR00090,R_HMR_8654,2 ATP[m] + H+[m] + HCO3-[m] + NH3[m] => 2 ADP[m] + carbamoyl-phosphate[m] + Pi[m],,ENSMUSG00000025991,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
102,,MMRNR00091,R_HMR_3890,ATP[c] + glutamate[c] + NH3[c] => ADP[c] + glutamine[c] + Pi[c],,ENSMUSG00000026473,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
103,,MMRNR00092,R_HMR_3892,glutamine[m] + H2O[m] => glutamate[m] + NH3[m],,ENSMUSG00000026103,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
104,,MMRNR00093,R_HMR_9802,glutamine[c] + H2O[c] => glutamate[c] + NH3[c],,ENSMUSG00000044005,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
105,,MMRNR00094,R_HMR_3899,AKG[c] + alanine[c] <=> glutamate[c] + pyruvate[c],,ENSMUSG00000022546,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
106,,MMRNR00095,R_HMR_3903,aspartate[c] + ATP[c] + glutamine[c] + H2O[c] => AMP[c] + asparagine[c] + glutamate[c] + PPi[c],,ENSMUSG00000029752,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
107,,MMRNR00096,R_HMR_4109,AKG[m] + alanine[m] <=> glutamate[m] + pyruvate[m],,ENSMUSG00000031700,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
108,,MMRNR00097,R_HMR_4114,2-oxoglutaramate[c] + H2O[c] => AKG[c] + NH3[c],,ENSMUSG00000022751,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
109,,MMRNR00098,R_HMR_4115,2-oxoglutaramate[m] + H2O[m] => AKG[m] + NH3[m],,ENSMUSG00000022751,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
110,,MMRNR00099,R_HMR_4172,asparagine[c] + H2O[c] => aspartate[c] + NH3[c],,ENSMUSG00000024654 or ENSMUSG00000037686,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
111,,MMRNR00100,R_HMR_4196,glutamine[c] + pyruvate[c] => 2-oxoglutaramate[c] + alanine[c],,ENSMUSG00000039648,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
112,,MMRNR00101,R_HMR_4197,glutamine[m] + pyruvate[m] => 2-oxoglutaramate[m] + alanine[m],,ENSMUSG00000039648,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
113,,MMRNR00102,R_HMR_4285,H2O[m] + NAD+[m] + succinate semialdehyde[m] => H+[m] + NADH[m] + succinate[m],,ENSMUSG00000035936,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
114,,MMRNR00104,R_HMR_6968,CoA[m] + N-acetyl-L-asparagine[m] <=> acetyl-CoA[m] + asparagine[m],,ENSMUSG00000048217,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
115,,MMRNR00106,R_HMR_9868,(S)-2-aminobutanoate[c] + ATP[c] + glutamate[c] => ADP[c] + gamma-L-glutamyl-L-alpha-aminobutyrate[c] + Pi[c],,ENSMUSG00000028124 or ENSMUSG00000032350,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
116,,MMRNR00107,R_HMR_6971,gamma-L-glutamyl-L-alpha-aminobutyrate[c] => (S)-2-aminobutanoate[c] + 5-oxoproline[c],,ENSMUSG00000002797 or ENSMUSG00000041625,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
117,,MMRNR00108,R_HMR_9867,ATP[c] + glutamate[c] + GSH[c] => ADP[c] + gamma-glutamylglutathione[c] + Pi[c],,ENSMUSG00000028124 or ENSMUSG00000032350,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
118,,MMRNR00109,R_HMR_6972,gamma-glutamylglutathione[c] => 5-oxoproline[c] + GSH[c],,ENSMUSG00000002797 or ENSMUSG00000041625,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
119,,MMRNR00110,R_HMR_7641,aspartate[p] + H2O[p] + O2[p] => H2O2[p] + NH3[p] + OAA[p],,ENSMUSG00000063428,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
120,,MMRNR00111,R_HMR_8626,acetyl-CoA[m] + aspartate[m] => CoA[m] + N-acetyl-L-aspartate[m],,,,,,,,"Alanine, aspartate and glutamate metabolism",,,,
121,,MMRNR00113,HMR_9895,N-acetylneuraminate[c] => N-acetyl-D-mannosamine[c] + pyruvate[c],EC:4.1.3.3,ENSMUSG00000042684,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
122,,MMRNR00114,R_HMR_3986,2 chitin-component[s] + H2O[s] => Chitobiose[s],,,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
123,,MMRNR00115,R_HMR_3988,Chitobiose[l] + H2O[l] => 2 N-acetylglucosamine[l],,ENSMUSG00000021665 or ENSMUSG00000025232 or ENSMUSG00000039307,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
124,,MMRNR00117,R_HMR_4158,N-acetylglucosamine-1-phosphate[c] + UTP[c] => PPi[c] + UDP-N-acetylglucosamine[c],,ENSMUSG00000026670 or ENSMUSG00000026956,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
125,,MMRNR00118,R_HMR_4299,glucosamine-6-phosphate[c] + H2O[c] => fructose-6-phosphate[c] + NH3[c],,ENSMUSG00000029209 or ENSMUSG00000052102,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
126,,MMRNR00119,R_HMR_4494,ATP[c] + glucosamine[c] => ADP[c] + glucosamine-6-phosphate[c],,ENSMUSG00000000628 or ENSMUSG00000020080 or ENSMUSG00000025877 or ENSMUSG00000037012 or ENSMUSG00000041798,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
127,,MMRNR00120,R_HMR_4524,ATP[c] + N-acetylglucosamine[c] => ADP[c] + N-acetylglucosamine-6-phosphate[c],,ENSMUSG00000034744,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
128,,MMRNR00121,R_HMR_4525,H2O[r] + UDP-N-acetylglucosamine[r] => N-acetyl-D-mannosamine[r] + UDP[r],,ENSMUSG00000028479,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
129,,MMRNR00122,R_HMR_4526,H2O[c] + UDP-N-acetylglucosamine[c] => N-acetyl-D-mannosamine[c] + UDP[c],,ENSMUSG00000028479,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
130,,MMRNR00123,R_HMR_4528,ATP[c] + N-acetyl-D-mannosamine[c] => ADP[c] + N-acetylmannosamine-6-phosphate[c],,ENSMUSG00000028479,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
131,,MMRNR00124,R_HMR_4529,H2O[c] + N-acetylmannosamine-6-phosphate[c] + PEP[c] => N-acetylneuraminate-9-phosphate[c] + Pi[c],,ENSMUSG00000028334,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
132,,MMRNR00125,R_HMR_4530,H2O[c] + N-acetylneuraminate-9-phosphate[c] => N-acetylneuraminate[c] + Pi[c],,ENSMUSG00000053916,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
133,,MMRNR00128,R_HMR_4536,CTP[n] + N-acetylneuraminate[n] => CMP-N-acetylneuraminate[n] + PPi[n],,ENSMUSG00000030282,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
134,,MMRNR00129,R_HMR_4628,acetyl-CoA[c] + glucosamine-6-phosphate[c] => CoA[c] + N-acetylglucosamine-6-phosphate[c],,ENSMUSG00000037722,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
135,,MMRNR00130,R_HMR_4629,H2O[c] + N-acetylglucosamine-6-phosphate[c] => acetate[c] + glucosamine-6-phosphate[c],,ENSMUSG00000036820,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
136,,MMRNR00137,R_HMR_8371,H2O[c] + mannose-6-phosphate[c] + PEP[c] => 3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate[c] + Pi[c],,ENSMUSG00000028334,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
137,,MMRNR00140,R_HMR_8375,chitin-component[c] + H2O[c] => N-acetylglucosamine[c],,ENSMUSG00000032718 or ENSMUSG00000069515,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
138,,MMRNR00142,R_HMR_8377,CTP[c] + N-acetylneuraminate[c] => CMP-N-acetylneuraminate[c] + PPi[c],,ENSMUSG00000030282,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
139,,MMRNR00167,N-Acetylglucosamine-6-Phosphate Synthase,acetyl-CoA[c] + glucosamine-6-phosphate[c] => CoA[c] + H+[c] + N-acetylglucosamine-6-phosphate[c],2.3.1.4,ENSMUSG00000037722,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
140,,MMRNR00168,N-Acetylglucosamine Kinase,ATP[c] + N-acetylglucosamine[c] => ADP[c] + H+[c] + N-acetylglucosamine-6-phosphate[c],2.7.1.59,ENSMUSG00000034744,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
141,,MMRNR00169,Phosphoacetylglucosamine Mutase,N-acetylglucosamine-6-phosphate[c] <=> N-acetylglucosamine-1-phosphate[c],5.4.2.3,ENSMUSG00000056131,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
142,,MMRNR00170,Hexokinase (D-Glucosamine:ATP),ATP[c] + glucosamine[c] => ADP[c] + glucosamine-6-phosphate[c] + H+[c],2.7.1.1,ENSMUSG00000041798,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
143,,MMRNR00175,Glutamine-Fructose-6-Phosphate Transaminase,fructose-6-phosphate[c] + glutamine[c] => glucosamine-6-phosphate[c] + glutamate[c],2.6.1.16,ENSMUSG00000029992,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
144,,MMRNR00176,UDP-N-Acetylglucosamine 4-Epimerase,UDP-N-acetylglucosamine[c] <=> UDP-N-acetyl-D-galactosamine[c],5.1.3.7,ENSMUSG00000028671,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
145,,MMRNR00177,UDP-N-Acetylglucosamine Diphosphorylase,H+[c] + N-acetylglucosamine-1-phosphate[c] + UTP[c] => PPi[c] + UDP-N-acetylglucosamine[c],2.7.7.23,ENSMUSG00000026670 or ENSMUSG00000026956,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
146,,MMRNR00178,N-Acetyl-D-Mannosamine Kinase,ATP[c] + N-acetyl-D-mannosamine[c] => ADP[c] + H+[c] + N-acetylmannosamine-6-phosphate[c],2.7.1.60,ENSMUSG00000034744,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
147,,MMRNR00179,Glucosamine-6-Phosphate Deaminase,glucosamine-6-phosphate[c] + H2O[c] => fructose-6-phosphate[c] + NH4+[c],3.5.99.6,ENSMUSG00000029209 or ENSMUSG00000052102,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
148,,MMRNR00180,N-Acetylglucosamine 2-Epimerase,N-acetylglucosamine[c] <=> N-acetyl-D-mannosamine[c],5.1.3.8,ENSMUSG00000031387,,,,,,Amino sugar and nucleotide sugar metabolism,,,,
149,,MMRNR00146,R_HMR_5130,ATP[c] + tRNA(tyr)[c] + tyrosine[c] => AMP[c] + L-tyrosyl-tRNA(tyr)[c] + PPi[c],,ENSMUSG00000022792 or ENSMUSG00000028811,,,,,,Aminoacyl-tRNA biosynthesis,,,,
150,,MMRNR00147,R_HMR_5131,alanine[c] + ATP[c] + tRNA(ala)[c] => AMP[c] + L-alanyl-tRNA(ala)[c] + PPi[c],,ENSMUSG00000023938 or ENSMUSG00000031960,,,,,,Aminoacyl-tRNA biosynthesis,,,,
151,,MMRNR00148,R_HMR_5132,arginine[c] + ATP[c] + tRNA(arg)[c] => AMP[c] + L-arginyl-tRNA(arg)[c] + PPi[c],,ENSMUSG00000018848 or ENSMUSG00000028292,,,,,,Aminoacyl-tRNA biosynthesis,,,,
152,,MMRNR00149,R_HMR_5133,asparagine[c] + ATP[c] + tRNA(asn)[c] => AMP[c] + L-asparaginyl-tRNA(asn)[c] + PPi[c],,ENSMUSG00000018995 or ENSMUSG00000024587,,,,,,Aminoacyl-tRNA biosynthesis,,,,
153,,MMRNR00150,R_HMR_5134,aspartate[c] + ATP[c] + tRNA(asp)[c] => AMP[c] + L-aspartyl-tRNA(asp)[c] + PPi[c],,ENSMUSG00000026356 or ENSMUSG00000026709,,,,,,Aminoacyl-tRNA biosynthesis,,,,
154,,MMRNR00151,R_HMR_5135,ATP[c] + cysteine[c] + tRNA(cys)[c] => AMP[c] + L-cysteinyl-tRNA(cys)[c] + PPi[c],,ENSMUSG00000010755 or ENSMUSG00000056228,,,,,,Aminoacyl-tRNA biosynthesis,,,,
155,,MMRNR00152,R_HMR_5136,ATP[c] + glutamine[c] + tRNA(gln)[c] => AMP[c] + L-glutaminyl-tRNA(gln)[c] + PPi[c],,ENSMUSG00000032604,,,,,,Aminoacyl-tRNA biosynthesis,,,,
156,,MMRNR00153,R_HMR_5137,ATP[c] + glutamate[c] + tRNA(glu)[c] => AMP[c] + L-glutamyl-tRNA(glu)[c] + PPi[c],,ENSMUSG00000026615 or ENSMUSG00000030871,,,,,,Aminoacyl-tRNA biosynthesis,,,,
157,,MMRNR00154,R_HMR_5138,ATP[c] + glycine[c] + tRNA(gly)[c] => AMP[c] + glycyl-tRNA(gly)[c] + PPi[c],,ENSMUSG00000029777,,,,,,Aminoacyl-tRNA biosynthesis,,,,
158,,MMRNR00155,R_HMR_5139,ATP[c] + histidine[c] + tRNA(his)[c] => AMP[c] + L-histidyl-tRNA(his)[c] + PPi[c],,ENSMUSG00000001380 or ENSMUSG00000019143,,,,,,Aminoacyl-tRNA biosynthesis,,,,
159,,MMRNR00156,R_HMR_5140,ATP[c] + isoleucine[c] + tRNA(ile)[c] => AMP[c] + L-isoleucyl-tRNA(ile)[c] + PPi[c],,ENSMUSG00000026618 or ENSMUSG00000037851,,,,,,Aminoacyl-tRNA biosynthesis,,,,
160,,MMRNR00157,R_HMR_5141,ATP[c] + leucine[c] + tRNA(leu)[c] => AMP[c] + L-leucyl-tRNA(leu)[c] + PPi[c],,ENSMUSG00000024493 or ENSMUSG00000035202,,,,,,Aminoacyl-tRNA biosynthesis,,,,
161,,MMRNR00158,R_HMR_5142,ATP[c] + lysine[c] + tRNA(lys)[c] => AMP[c] + L-lysyl-tRNA(lys)[c] + PPi[c],,ENSMUSG00000031948,,,,,,Aminoacyl-tRNA biosynthesis,,,,
162,,MMRNR00159,R_HMR_5143,ATP[c] + methionine[c] + tRNA(met)[c] => AMP[c] + L-methionyl-tRNA(met)[c] + PPi[c],,ENSMUSG00000040354,,,,,,Aminoacyl-tRNA biosynthesis,,,,
163,,MMRNR00161,R_HMR_5145,ATP[c] + phenylalanine[c] + tRNA(phe)[c] => AMP[c] + L-phenylalanyl-tRNA(phe)[c] + PPi[c],,ENSMUSG00000003808 or ENSMUSG00000021420 or ENSMUSG00000026245,,,,,,Aminoacyl-tRNA biosynthesis,,,,
164,,MMRNR00162,R_HMR_5146,ATP[c] + proline[c] + tRNA(pro)[c] => AMP[c] + L-prolyl-tRNA(pro)[c] + PPi[c],,ENSMUSG00000026615 or ENSMUSG00000043572,,,,,,Aminoacyl-tRNA biosynthesis,,,,
165,,MMRNR00163,R_HMR_5147,ATP[c] + serine[c] + tRNA(ser)[c] => AMP[c] + L-seryl-tRNA(ser)[c] + PPi[c],,ENSMUSG00000068739 or ENSMUSG00000070699,,,,,,Aminoacyl-tRNA biosynthesis,,,,
166,,MMRNR00164,R_HMR_5148,ATP[c] + threonine[c] + tRNA(thr)[c] => AMP[c] + L-threonyl-tRNA(thr)[c] + PPi[c],,ENSMUSG00000022241 or ENSMUSG00000028107 or ENSMUSG00000030515,,,,,,Aminoacyl-tRNA biosynthesis,,,,
167,,MMRNR00165,R_HMR_5149,ATP[c] + tRNA(trp)[c] + tryptophan[c] => AMP[c] + L-tryptophanyl-tRNA(trp)[c] + PPi[c],,ENSMUSG00000004233 or ENSMUSG00000021266,,,,,,Aminoacyl-tRNA biosynthesis,,,,
168,,MMRNR00166,R_HMR_5150,ATP[c] + tRNA(val)[c] + valine[c] => AMP[c] + L-valyl-tRNA(val)[c] + PPi[c],,ENSMUSG00000007029 or ENSMUSG00000038838,,,,,,Aminoacyl-tRNA biosynthesis,,,,
169,,MMRNR00195,R_HMR_1944,H+[c] + NADPH[c] + O2[c] + Pregnenolone[c] => 17alpha-hydroxypregnenolone[c] + H2O[c] + NADP+[c],,ENSMUSG00000003555,,,,,,Androgen metabolism,,,,
170,,MMRNR00196,R_HMR_1945,H+[r] + NADPH[r] + O2[r] + Pregnenolone[r] => 17alpha-hydroxypregnenolone[r] + H2O[r] + NADP+[r],,ENSMUSG00000003555,,,,,,Androgen metabolism,,,,
171,,MMRNR00199,R_HMR_1958,17alpha-hydroxypregnenolone[c] + 2 H+[c] + 2 NADPH[c] + O2[c] => acetaldehyde[c] + dehydroepiandrosterone[c] + 2 H2O[c] + 2 NADP+[c],,ENSMUSG00000003555,,,,,,Androgen metabolism,,,,
172,,MMRNR00200,R_HMR_1959,17alpha-hydroxypregnenolone[c] + H+[c] + NADPH[c] + O2[c] => acetate[c] + dehydroepiandrosterone[c] + H2O[c] + NADP+[c],,ENSMUSG00000003555,,,,,,Androgen metabolism,,,,
173,,MMRNR00201,R_HMR_1960,17alpha-hydroxypregnenolone[r] + H+[r] + NADPH[r] + O2[r] => acetate[r] + dehydroepiandrosterone[r] + H2O[r] + NADP+[r],,ENSMUSG00000003555,,,,,,Androgen metabolism,,,,
174,,MMRNR00204,R_HMR_1967,"dehydroepiandrosterone[c] + NAD+[c] => 5-androstene-3,17-dione[c] + H+[c] + NADH[c]",,ENSMUSG00000027871,,,,,,Androgen metabolism,,,,
175,,MMRNR00205,R_HMR_1968,"dehydroepiandrosterone[r] + NAD+[r] => 5-androstene-3,17-dione[r] + H+[r] + NADH[r]",,ENSMUSG00000027871,,,,,,Androgen metabolism,,,,
176,,MMRNR00206,R_HMR_1969,dehydroepiandrosterone[c] + PAPS[c] => dehydroepiandrosterone sulfate[c] + PAP[c],,ENSMUSG00000029272,,,,,,Androgen metabolism,,,,
177,,MMRNR00207,R_HMR_1970,"5-androstene-3,17-dione[c] + H+[c] + NAD+[c] => 4-androstene-3,17-dione[c] + NADH[c]",,ENSMUSG00000027871,,,,,,Androgen metabolism,,,,
178,,MMRNR00208,R_HMR_1971,"5-androstene-3,17-dione[r] + H+[r] + NAD+[r] => 4-androstene-3,17-dione[r] + NADH[r]",,ENSMUSG00000027871,,,,,,Androgen metabolism,,,,
179,,MMRNR00209,R_HMR_1973,"4-androstene-3,17-dione[c] + H+[c] + NADPH[c] => NADP+[c] + testosterone[c]",,ENSMUSG00000021214 or ENSMUSG00000025396 or ENSMUSG00000026675 or ENSMUSG00000027195 or ENSMUSG00000029311 or ENSMUSG00000031844 or ENSMUSG00000073422,,,,,,Androgen metabolism,,,,
180,,MMRNR00210,R_HMR_1974,"4-androstene-3,17-dione[r] + H+[r] + NADPH[r] => NADP+[r] + testosterone[r]",,ENSMUSG00000021214 or ENSMUSG00000025396 or ENSMUSG00000026675 or ENSMUSG00000027195 or ENSMUSG00000029311 or ENSMUSG00000031844 or ENSMUSG00000073422,,,,,,Androgen metabolism,,,,
181,,MMRNR00211,R_HMR_1976,H+[c] + NADPH[c] + testosterone[c] => 5-alpha-dihydrotestosterone[c] + NADP+[c],,ENSMUSG00000021594 or ENSMUSG00000029233 or ENSMUSG00000038541,,,,,,Androgen metabolism,,,,
182,,MMRNR00212,R_HMR_1977,H+[r] + NADPH[r] + testosterone[r] => 5-alpha-dihydrotestosterone[r] + NADP+[r],,ENSMUSG00000021594 or ENSMUSG00000029233 or ENSMUSG00000038541,,,,,,Androgen metabolism,,,,
183,,MMRNR00214,R_HMR_1982,"17alpha-hydroxypregnenolone[c] + NAD+[c] => H+[c] + NADH[c] + pregn-5-ene-3,20-dione-17-ol[c]",,ENSMUSG00000027871,,,,,,Androgen metabolism,,,,
184,,MMRNR00215,R_HMR_1983,"pregn-5-ene-3,20-dione-17-ol[c] => 17alpha-hydroxyprogesterone[c]",,ENSMUSG00000027871,,,,,,Androgen metabolism,,,,
185,,MMRNR00216,R_HMR_2014,"4-androstene-3,17-dione[c] + H+[c] + NADPH[c] => 5alpha-androstane-3,17-dione[c] + NADP+[c]",,ENSMUSG00000038641,,,,,,Androgen metabolism,,,,
186,,MMRNR00217,R_HMR_2015,"4-androstene-3,17-dione[r] + H+[r] + NADPH[r] => 5alpha-androstane-3,17-dione[r] + NADP+[r]",,ENSMUSG00000038641,,,,,,Androgen metabolism,,,,
187,,MMRNR00218,R_HMR_2016,"5alpha-androstane-3,17-dione[c] + H+[c] + NADH[c] => androsterone[c] + NAD+[c]",,ENSMUSG00000021207 or ENSMUSG00000021210 or ENSMUSG00000021214,,,,,,Androgen metabolism,,,,
188,,MMRNR00219,R_HMR_2018,"5alpha-androstane-3,17-dione[c] + H+[c] + NADPH[c] => androsterone[c] + NADP+[c]",,ENSMUSG00000021207 or ENSMUSG00000021210 or ENSMUSG00000021214,,,,,,Androgen metabolism,,,,
189,,MMRNR00223,R_HMR_2025,5-alpha-dihydrotestosterone[c] + sulfate[c] <=> 5alpha-dihydrotestosterone-sulfate[c] + H2O[c],,Sts,,,,,,Androgen metabolism,,,,
190,,MMRNR00269,R_HMR_0941,arachidonate[c] + H+[c] + NADPH[c] + O2[c] => 20-hydroxy-arachidonate[c] + H2O[c] + NADP+[c],,ENSMUSG00000066072 or ENSMUSG00000078597,,,,,,Arachidonic acid metabolism,,,,
191,,MMRNR00285,R_HMR_0958,arachidonate[c] + O2[c] => 5(S)-HPETE[c],,ENSMUSG00000025701,,,,,,Arachidonic acid metabolism,,,,
192,,MMRNR00286,R_HMR_0959,5(S)-HPETE[c] => H2O[c] + leukotriene A4[c],,ENSMUSG00000025701,,,,,,Arachidonic acid metabolism,,,,
193,,MMRNR00352,R_HMR_3015,arachidonyl-CoA[p] + H2O[p] => arachidonate[p] + CoA[p],,ENSMUSG00000015474 or ENSMUSG00000021226 or ENSMUSG00000021228 or ENSMUSG00000028657 or ENSMUSG00000028937 or ENSMUSG00000039653 or ENSMUSG00000052392,,,,,,Arachidonic acid metabolism,,,,
194,,MMRNR00353,"L-4-Hydroxyglutamate Semialdehyde Dehydrogenase, Mitochondrial",H2O[m] + L-4-hydroxyglutamate semialdehyde[m] + NAD+[m] => 2 H+[m] + L-erythro-4-hydroxyglutamate[m] + NADH[m],1.5.1.12,ENSMUSG00000028737,,,,,,Arginine and proline metabolism,,,,
195,,MMRNR00355,"Arginine Decarboxylase, Mitochondrial",arginine[m] + H+[m] => agmatine[m] + CO2[m],4.1.1.19,ENSMUSG00000028789,,,,,,Arginine and proline metabolism,,,,
196,,MMRNR00359,"L-Erythro-4-Hydroxyglutamate:2-Oxoglutarate Aminotransferase 2, Mitochondrial",L-erythro-4-hydroxyglutamate[m] + OAA[m] => 4-Hydroxy-2-Oxoglutarate[m] + aspartate[m],2.6.1.21,ENSMUSG00000031672,,,,,,Arginine and proline metabolism,,,,
