ID,#,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE,old,RetiredID,hmdb,kegg.compound,pubchem.compound,obo.chebi:CHEBI,lipidmaps,metSBOTerms
"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA[p]",,"(24R,25R)3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA",,kegg.compound/C05450;chebi/CHEBI:52050;pubchem.compound/46224537;vmhmetabolite/HC01459;metanetx.chemical/MNXM732;metanetx.chemical/MNXM827;sbo/SBO:0000247,C48H80N7O21P3S,,p,MMRNM0040p,,C05450,C05450[p],,C05450,46224537,CHEBI:52050,,SBO:0000247
"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA[p]",,"(24R,25R)3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA",,bigg.metabolite/thcholoylcoa;kegg.compound/C05448;chebi/CHEBI:27403;pubchem.compound/46224536;vmhmetabolite/thcholoylcoa;metanetx.chemical/MNXM165175;metanetx.chemical/MNXM3395;metanetx.chemical/MNXM560;sbo/SBO:0000247,C48H80N7O20P3S,,p,MMRNM0041p,,C05448,C05448[p],,C05448,46224536,CHEBI:27403,,SBO:0000247
"(24R)-24,25-dihydroxycalciol[c]",,"(24R)-24,25-dihydroxycalciol",,bigg.metabolite/2425dhvitd3;kegg.compound/C07712;chebi/CHEBI:28818;lipidmaps/LMST03020273;vmhmetabolite/2425dhvitd3;metanetx.chemical/MNXM6763;sbo/SBO:0000247,C27H44O3,,c,MMRNM0042c,,C07712,C07712[c],,C07712,,CHEBI:28818,LMST03020273,SBO:0000247
"(24R)-24,25-dihydroxycalciol[m]",,"(24R)-24,25-dihydroxycalciol",,bigg.metabolite/2425dhvitd3;kegg.compound/C07712;chebi/CHEBI:28818;lipidmaps/LMST03020273;vmhmetabolite/2425dhvitd3;metanetx.chemical/MNXM6763;sbo/SBO:0000247,C27H44O3,,m,MMRNM0042m,,C07712,C07712[m],,C07712,,CHEBI:28818,LMST03020273,SBO:0000247
"(24R)-24,25-dihydroxycalciol[s]",,"(24R)-24,25-dihydroxycalciol",,bigg.metabolite/2425dhvitd3;kegg.compound/C07712;chebi/CHEBI:28818;lipidmaps/LMST03020273;vmhmetabolite/2425dhvitd3;metanetx.chemical/MNXM6763;sbo/SBO:0000247,C27H44O3,,s,MMRNM0042s,,C07712,C07712[s],,C07712,,CHEBI:28818,LMST03020273,SBO:0000247
(24S)-24-Hydroxycholesterol[r],,(24S)-24-Hydroxycholesterol,,hmdb/HMDB01419;kegg.compound/C13550;pubchem.compound/121948,,"1S/C27H46O2/c1-17(2)25(29)11-6-18(3)22-9-10-23-21-8-7-19-16-20(28)12-14-26(19,4)24(21)13-15-27(22,23)5/h7,17-18,20-25,28-29H,6,8-16H2,1-5H3/t18-,20+,21+,22-,23+,24+,25+,26+,27-/m1/s1",r,MMRNM0043r,0.0,Cx333,Cx333[r],HMDB01419,C13550,121948,,,
"(24S)-7Alpha,24-Dihydroxycholesterol[r]",,"(24S)-7Alpha,24-Dihydroxycholesterol",,pubchem.compound/11954196,,"1/C27H46O3/c1-16(2)23(29)9-6-17(3)20-7-8-21-25-22(11-13-27(20,21)5)26(4)12-10-19(28)14-18(26)15-24(25)30/h15-17,19-25,28-30H,6-14H2,1-5H3/t17-,19+,20-,21+,22+,23+,24-,25+,26+,27-/s2",r,MMRNM0044r,0.0,Cx766,Cx766[r],,,11954196,,,
"(25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A[p]",,"(25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A",,kegg.compound/C17343;pubchem.compound/15942888,C48H76N7O20P3S,,p,MMRNM0045p,-4.0,Cx2368,Cx2368[p],,C17343,15942888,,,
"(25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A[r]",,"(25S)-3Alpha,7Alpha,12Alpha-Trihydroxy-5Beta-Cholestan-26-Oyl Coenzyme A",,kegg.compound/C17343;pubchem.compound/15942888,C48H76N7O20P3S,,r,MMRNM0045r,-4.0,Cx2368,Cx2368[r],,C17343,15942888,,,
"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA[m]",,"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA",,,C37H58N7O17P3S,,m,MMRNM0046m,,Cx40,Cx40[m],,,,,,
"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA[p]",,"(2E,4Z,7Z,10Z)-hexadecatetraenoyl-CoA",,,C37H58N7O17P3S,,p,MMRNM0046p,,Cx40,Cx40[p],,,,,,
"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA[m]",,"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA",,,C39H62N7O17P3S,,m,MMRNM0047m,,Cx41,Cx41[m],,,,,,
"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA[p]",,"(2E,6Z,9Z,12Z)-octadecatetraenoyl-CoA",,,C39H62N7O17P3S,,p,MMRNM0047p,,Cx41,Cx41[p],,,,,,
"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[c]",,"(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",,,C43H68N7O17P3S,,c,MMRNM0048c,,Cx42,Cx42[c],,,,,,
(2E)-decenoyl-[ACP][c],,(2E)-decenoyl-[ACP],,kegg.compound/C05754;vmhmetabolite/HC01597;metanetx.chemical/MNXM28221;sbo/SBO:0000247,C10H17OSR,,c,MMRNM0049c,,C05754,C05754[c],,C05754,,,,SBO:0000247
(2E)-decenoyl-CoA[m],,(2E)-decenoyl-CoA,,bigg.metabolite/dc2coa;kegg.compound/C05275;chebi/CHEBI:10723;pubchem.compound/24883423;lipidmaps/LMFA07050023;vmhmetabolite/dc2coa;metanetx.chemical/MNXM580;sbo/SBO:0000247,C31H52N7O17P3S,,m,MMRNM0050m,,C05275,C05275[m],,C05275,24883423,CHEBI:10723,LMFA07050023,SBO:0000247
(2E)-decenoyl-CoA[p],,(2E)-decenoyl-CoA,,bigg.metabolite/dc2coa;kegg.compound/C05275;chebi/CHEBI:10723;pubchem.compound/24883423;lipidmaps/LMFA07050023;vmhmetabolite/dc2coa;metanetx.chemical/MNXM580;sbo/SBO:0000247,C31H52N7O17P3S,,p,MMRNM0050p,,C05275,C05275[p],,C05275,24883423,CHEBI:10723,LMFA07050023,SBO:0000247
(2E)-Docosenoyl Coenzyme A[n],,(2E)-Docosenoyl Coenzyme A,,,C43H72N7O17P3S,,n,MMRNM0051n,-4.0,Cx19,Cx19[n],,,,,,
(2E)-docosenoyl-CoA[c],,(2E)-docosenoyl-CoA,,,C43H76N7O17P3S,,c,MMRNM0052c,,Cx19,Cx19[c],,,,,,
(2E)-docosenoyl-CoA[m],,(2E)-docosenoyl-CoA,,,C43H76N7O17P3S,,m,MMRNM0052m,,Cx19,Cx19[m],,,,,,
(2E)-docosenoyl-CoA[p],,(2E)-docosenoyl-CoA,,,C43H76N7O17P3S,,p,MMRNM0052p,,Cx19,Cx19[p],,,,,,
(2E)-dodecenoyl-[ACP][c],,(2E)-dodecenoyl-[ACP],,kegg.compound/C05758;chebi/CHEBI:10725;vmhmetabolite/HC01601;metanetx.chemical/MNXM23842;sbo/SBO:0000247,C12H21OSR,,c,MMRNM0053c,,C05758,C05758[c],,C05758,,CHEBI:10725,,SBO:0000247
(2E)-dodecenoyl-CoA[m],,(2E)-dodecenoyl-CoA,,bigg.metabolite/dd2coa;kegg.compound/C03221;chebi/CHEBI:15471;pubchem.compound/45266564;lipidmaps/LMFA07050010;vmhmetabolite/dd2coa;metanetx.chemical/MNXM642;sbo/SBO:0000247,C33H56N7O17P3S,,m,MMRNM0054m,,C03221,C03221[m],,C03221,45266564,CHEBI:15471,LMFA07050010,SBO:0000247
(2E)-dodecenoyl-CoA[p],,(2E)-dodecenoyl-CoA,,bigg.metabolite/dd2coa;kegg.compound/C03221;chebi/CHEBI:15471;pubchem.compound/45266564;lipidmaps/LMFA07050010;vmhmetabolite/dd2coa;metanetx.chemical/MNXM642;sbo/SBO:0000247,C33H56N7O17P3S,,p,MMRNM0054p,,C03221,C03221[p],,C03221,45266564,CHEBI:15471,LMFA07050010,SBO:0000247
(2E)-eicosenoyl-CoA[c],,(2E)-eicosenoyl-CoA,,,C41H72N7O17P3S,,c,MMRNM0055c,,Cx20,Cx20[c],,,,,,
(2E)-eicosenoyl-CoA[m],,(2E)-eicosenoyl-CoA,,,C41H72N7O17P3S,,m,MMRNM0055m,,Cx20,Cx20[m],,,,,,
(2E)-eicosenoyl-CoA[p],,(2E)-eicosenoyl-CoA,,,C41H72N7O17P3S,,p,MMRNM0055p,,Cx20,Cx20[p],,,,,,
(2E)-heneicosenoyl-CoA[c],,(2E)-heneicosenoyl-CoA,,,C42H74N7O17P3S,,c,MMRNM0056c,,Cx21,Cx21[c],,,,,,
(2E)-heneicosenoyl-CoA[m],,(2E)-heneicosenoyl-CoA,,,C42H74N7O17P3S,,m,MMRNM0056m,,Cx21,Cx21[m],,,,,,
(2E)-heptadecenoyl-[ACP][c],,(2E)-heptadecenoyl-[ACP],,,C17H31OSR,,c,MMRNM0057c,,Cx22,Cx22[c],,,,,,
(2E)-heptadecenoyl-CoA[m],,(2E)-heptadecenoyl-CoA,,,C38H66N7O17P3S,,m,MMRNM0058m,,Cx23,Cx23[m],,,,,,
(2E)-heptenoyl-[ACP][c],,(2E)-heptenoyl-[ACP],,,C7H11OSR,,c,MMRNM0059c,,Cx24,Cx24[c],,,,,,
(2E)-heptenoyl-CoA[m],,(2E)-heptenoyl-CoA,,,C28H46N7O17P3S,,m,MMRNM0060m,,Cx25,Cx25[m],,,,,,
(2E)-hexacosenoyl-CoA[c],,(2E)-hexacosenoyl-CoA,,,C47H84N7O17P3S,,c,MMRNM0061c,,Cx26,Cx26[c],,,,,,
(2E)-hexacosenoyl-CoA[p],,(2E)-hexacosenoyl-CoA,,,C47H84N7O17P3S,,p,MMRNM0061p,,Cx26,Cx26[p],,,,,,
(2E)-hexadecenoyl-[ACP][c],,(2E)-hexadecenoyl-[ACP],,kegg.compound/C05763;vmhmetabolite/HC01606;metanetx.chemical/MNXM29072;sbo/SBO:0000247,C16H29OSR,,c,MMRNM0062c,,C05763,C05763[c],,C05763,,,,SBO:0000247
(2E)-hexadecenoyl-CoA[m],,(2E)-hexadecenoyl-CoA,,bigg.metabolite/hdd2coa;kegg.compound/C05272;hmdb/HMDB06533;chebi/CHEBI:28935;pubchem.compound/46173176;lipidmaps/LMFA07050020;vmhmetabolite/hdd2coa;metanetx.chemical/MNXM581;sbo/SBO:0000247,C37H64N7O17P3S,,m,MMRNM0063m,,C05272,C05272[m],HMDB06533,C05272,46173176,CHEBI:28935,LMFA07050020,SBO:0000247
(2E)-hexadecenoyl-CoA[p],,(2E)-hexadecenoyl-CoA,,bigg.metabolite/hdd2coa;kegg.compound/C05272;hmdb/HMDB06533;chebi/CHEBI:28935;pubchem.compound/46173176;lipidmaps/LMFA07050020;vmhmetabolite/hdd2coa;metanetx.chemical/MNXM581;sbo/SBO:0000247,C37H64N7O17P3S,,p,MMRNM0063p,,C05272,C05272[p],HMDB06533,C05272,46173176,CHEBI:28935,LMFA07050020,SBO:0000247
(2E)-hexenoyl-[ACP][c],,(2E)-hexenoyl-[ACP],,kegg.compound/C05748;chebi/CHEBI:10727;vmhmetabolite/HC01591;metanetx.chemical/MNXM24502;sbo/SBO:0000247,C6H9OSR,,c,MMRNM0064c,,C05748,C05748[c],,C05748,,CHEBI:10727,,SBO:0000247
(2E)-hexenoyl-CoA[m],,(2E)-hexenoyl-CoA,,kegg.compound/C05271;chebi/CHEBI:28706;pubchem.compound/5280765;lipidmaps/LMFA07050019;vmhmetabolite/hx2coa;metanetx.chemical/MNXM753;sbo/SBO:0000247,C27H44N7O17P3S,,m,MMRNM0065m,,C05271,C05271[m],,C05271,5280765,CHEBI:28706,LMFA07050019,SBO:0000247
(2E)-hexenoyl-CoA[p],,(2E)-hexenoyl-CoA,,kegg.compound/C05271;chebi/CHEBI:28706;pubchem.compound/5280765;lipidmaps/LMFA07050019;vmhmetabolite/hx2coa;metanetx.chemical/MNXM753;sbo/SBO:0000247,C27H44N7O17P3S,,p,MMRNM0065p,,C05271,C05271[p],,C05271,5280765,CHEBI:28706,LMFA07050019,SBO:0000247
(2E)-nonadecenoyl-CoA[c],,(2E)-nonadecenoyl-CoA,,,C40H70N7O17P3S,,c,MMRNM0066c,,Cx27,Cx27[c],,,,,,
(2E)-nonadecenoyl-CoA[m],,(2E)-nonadecenoyl-CoA,,,C40H70N7O17P3S,,m,MMRNM0066m,,Cx27,Cx27[m],,,,,,
(2E)-nonenoyl-[ACP][c],,(2E)-nonenoyl-[ACP],,,C9H15OSR,,c,MMRNM0067c,,Cx28,Cx28[c],,,,,,
(2E)-nonenoyl-CoA[m],,(2E)-nonenoyl-CoA,,,C30H50N7O17P3S,,m,MMRNM0068m,,Cx29,Cx29[m],,,,,,
(2E)-Octadecenoyl-ACP[c],,(2E)-Octadecenoyl-ACP,,,C18H33OSR,,c,MMRNM0069c,0.0,Cx1633,Cx1633[c],,,,,,
(2E)-octadecenoyl-CoA[c],,(2E)-octadecenoyl-CoA,,bigg.metabolite/od2coa;kegg.compound/C16218;hmdb/HMDB06529;chebi/CHEBI:50570;pubchem.compound/53477850;lipidmaps/LMFA07050055;vmhmetabolite/od2coa;metanetx.chemical/MNXM954;sbo/SBO:0000247,C39H68N7O17P3S,,c,MMRNM0070c,,C16218,C16218[c],HMDB06529,C16218,53477850,CHEBI:50570,LMFA07050055,SBO:0000247
(2E)-octadecenoyl-CoA[m],,(2E)-octadecenoyl-CoA,,bigg.metabolite/od2coa;kegg.compound/C16218;hmdb/HMDB06529;chebi/CHEBI:50570;pubchem.compound/53477850;lipidmaps/LMFA07050055;vmhmetabolite/od2coa;metanetx.chemical/MNXM954;sbo/SBO:0000247,C39H68N7O17P3S,,m,MMRNM0070m,,C16218,C16218[m],HMDB06529,C16218,53477850,CHEBI:50570,LMFA07050055,SBO:0000247
(2E)-octadecenoyl-CoA[p],,(2E)-octadecenoyl-CoA,,bigg.metabolite/od2coa;kegg.compound/C16218;hmdb/HMDB06529;chebi/CHEBI:50570;pubchem.compound/53477850;lipidmaps/LMFA07050055;vmhmetabolite/od2coa;metanetx.chemical/MNXM954;sbo/SBO:0000247,C39H68N7O17P3S,,p,MMRNM0070p,,C16218,C16218[p],HMDB06529,C16218,53477850,CHEBI:50570,LMFA07050055,SBO:0000247
(2E)-octenoyl-[ACP][c],,(2E)-octenoyl-[ACP],,kegg.compound/C05751;vmhmetabolite/HC01594;metanetx.chemical/MNXM23766;sbo/SBO:0000247,C8H13OSR,,c,MMRNM0071c,,C05751,C05751[c],,C05751,,,,SBO:0000247
(2E)-octenoyl-CoA[m],,(2E)-octenoyl-CoA,,kegg.compound/C05276;chebi/CHEBI:27537;pubchem.compound/46173358;lipidmaps/LMFA07050024;vmhmetabolite/HC01415;metanetx.chemical/MNXM784;sbo/SBO:0000247,C29H48N7O17P3S,,m,MMRNM0072m,,C05276,C05276[m],,C05276,46173358,CHEBI:27537,LMFA07050024,SBO:0000247
(2E)-octenoyl-CoA[p],,(2E)-octenoyl-CoA,,kegg.compound/C05276;chebi/CHEBI:27537;pubchem.compound/46173358;lipidmaps/LMFA07050024;vmhmetabolite/HC01415;metanetx.chemical/MNXM784;sbo/SBO:0000247,C29H48N7O17P3S,,p,MMRNM0072p,,C05276,C05276[p],,C05276,46173358,CHEBI:27537,LMFA07050024,SBO:0000247
(2E)-pentadecenoyl-[ACP][c],,(2E)-pentadecenoyl-[ACP],,,C15H27OSR,,c,MMRNM0073c,,Cx30,Cx30[c],,,,,,
(2E)-pentadecenoyl-CoA[m],,(2E)-pentadecenoyl-CoA,,,C36H62N7O17P3S,,m,MMRNM0074m,,Cx31,Cx31[m],,,,,,
(2E)-pentenoyl-[ACP][c],,(2E)-pentenoyl-[ACP],,,C5H7OSR,,c,MMRNM0075c,,Cx32,Cx32[c],,,,,,
(2E)-pentenoyl-CoA[m],,(2E)-pentenoyl-CoA,,,C26H42N7O17P3S,,m,MMRNM0076m,,Cx33,Cx33[m],,,,,,
(2E)-tetracosenoyl-CoA[c],,(2E)-tetracosenoyl-CoA,,,C45H80N7O17P3S,,c,MMRNM0077c,,Cx34,Cx34[c],,,,,,
(2E)-tetracosenoyl-CoA[p],,(2E)-tetracosenoyl-CoA,,,C45H80N7O17P3S,,p,MMRNM0077p,,Cx34,Cx34[p],,,,,,
(2E)-tetradecenoyl-[ACP][c],,(2E)-tetradecenoyl-[ACP],,kegg.compound/C05760;chebi/CHEBI:10735;vmhmetabolite/HC01603;metanetx.chemical/MNXM24297;sbo/SBO:0000247,C14H25OSR,,c,MMRNM0078c,,C05760,C05760[c],,C05760,,CHEBI:10735,,SBO:0000247
(2E)-tetradecenoyl-CoA[m],,(2E)-tetradecenoyl-CoA,,kegg.compound/C05273;chebi/CHEBI:27721;lipidmaps/LMFA07050021;vmhmetabolite/HC01412;metanetx.chemical/MNXM654;sbo/SBO:0000247,C35H60N7O17P3S,,m,MMRNM0079m,,C05273,C05273[m],,C05273,,CHEBI:27721,LMFA07050021,SBO:0000247
(2E)-tetradecenoyl-CoA[p],,(2E)-tetradecenoyl-CoA,,kegg.compound/C05273;chebi/CHEBI:27721;lipidmaps/LMFA07050021;vmhmetabolite/HC01412;metanetx.chemical/MNXM654;sbo/SBO:0000247,C35H60N7O17P3S,,p,MMRNM0079p,,C05273,C05273[p],,C05273,,CHEBI:27721,LMFA07050021,SBO:0000247
(2E)-tricosenoyl-CoA[c],,(2E)-tricosenoyl-CoA,,,C44H78N7O17P3S,,c,MMRNM0080c,,Cx35,Cx35[c],,,,,,
(2E)-tridecenoyl-[ACP][c],,(2E)-tridecenoyl-[ACP],,,C13H23OSR,,c,MMRNM0081c,,Cx36,Cx36[c],,,,,,
(2E)-tridecenoyl-CoA[m],,(2E)-tridecenoyl-CoA,,,C34H58N7O17P3S,,m,MMRNM0082m,,Cx37,Cx37[m],,,,,,
(2E)-undecenoyl-[ACP][c],,(2E)-undecenoyl-[ACP],,,C11H19OSR,,c,MMRNM0083c,,Cx38,Cx38[c],,,,,,
(2E)-undecenoyl-CoA[m],,(2E)-undecenoyl-CoA,,,C32H54N7O17P3S,,m,MMRNM0084m,,Cx39,Cx39[m],,,,,,
"(2R,6R,10R)-trimethyl-hendecanoyl-CoA[p]",,"(2R,6R,10R)-trimethyl-hendecanoyl-CoA",,,C35H62N7O17P3S,,p,MMRNM0085p,,Cx44,Cx44[p],,,,,,
"(2R,6S,10S)-pristanate[p]",,"(2R,6S,10S)-pristanate",,,C19H38O2,,p,MMRNM0086p,,Cx45,Cx45[p],,,,,,
(2R)-pristanoyl-CoA[p],,(2R)-pristanoyl-CoA,,obo.chebi:CHEBI/20067,C40H72N7O17P3S,,p,MMRNM0087p,,Cx43,Cx43[p],,,,CHEBI:20067,,
"(2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate[n]",,"(2S,3R)-2-Azaniumyl-3-Hydroxyoctadecyl Phosphate",,bigg.metabolite/sph1p;kegg.compound/C01120;chebi/CHEBI:16893;pubchem.compound/644260;vmhmetabolite/sph1p;metanetx.chemical/MNXM487;sbo/SBO:0000247,,"1S/C18H40NO5P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(20)17(19)16-24-25(21,22)23/h17-18,20H,2-16,19H2,1H3,(H2,21,22,23)/p-1/t17-,18+/m0/s1",n,MMRNM0088n,-1.0,C01120,C01120[n],,C01120,644260,CHEBI:16893,,SBO:0000247
"(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA[p]",,"(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA",,,C35H60N7O17P3S,,p,MMRNM0089p,,Cx47,Cx47[p],,,,,,
"(2S,6R,10R)-trimethyl-hendecanoyl-CoA[p]",,"(2S,6R,10R)-trimethyl-hendecanoyl-CoA",,,C35H62N7O17P3S,,p,MMRNM0090p,,Cx48,Cx48[p],,,,,,
(2S)-Pristanoyl Coenzyme A[p],,(2S)-Pristanoyl Coenzyme A,,,,"1/C40H72N7O17P3S/c1-25(2)11-8-12-26(3)13-9-14-27(4)15-10-16-28(5)39(52)68-20-19-42-30(48)17-18-43-37(51)34(50)40(6,7)22-61-67(58,59)64-66(56,57)60-21-29-33(63-65(53,54)55)32(49)38(62-29)47-24-46-31-35(41)44-23-45-36(31)47/h23-29,32-34,38,49-50H,8-22H2,1-7H3,(H,42,48)(H,43,51)(H,56,57)(H,58,59)(H2,41,44,45)(H2,53,54,55)/p-4/t26-,27-,28-,29-,32+,33+,34-,38-/s2",p,MMRNM0091p,-4.0,Cx1598,Cx1598[p],,,,,,
(2S)-pristanoyl-CoA[p],,(2S)-pristanoyl-CoA,,obo.chebi:CHEBI/64039,C40H72N7O17P3S,,p,MMRNM0092p,,Cx46,Cx46[p],,,,CHEBI:64039,,
"(3,4-Dihydroxyphenyl)Acetate[s]",,"(3,4-Dihydroxyphenyl)Acetate",,bigg.metabolite/34dhpha;kegg.compound/C01161;hmdb/HMDB01336;chebi/CHEBI:41941;pubchem.compound/547;vmhmetabolite/34dhpha;metanetx.chemical/MNXM645;sbo/SBO:0000247,,"1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)/p-1",s,MMRNM0093s,-1.0,C01161,C01161[s],HMDB01336,C01161,547,CHEBI:41941,,SBO:0000247
"(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A[m]",,"(3E,5Z,8Z)-Tetradecatrienoyl Coenzyme A",,pubchem.compound/53481421,C35H52N7O17P3S,,m,MMRNM0094m,-4.0,Cx1594,Cx1594[m],,,53481421,,,
(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A[m],,(3S)-3-Hydroxy-Cis-8-Tetradecenoyl Coenzyme A,,pubchem.compound/53481425,C35H56N7O18P3S,,m,MMRNM0095m,-4.0,Cx1588,Cx1588[m],,,53481425,,,
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[m]",,"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",,,C37H62N7O18P3S,,m,MMRNM0096m,,Cx49,Cx49[m],,,,,,
"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA[p]",,"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",,,C37H62N7O18P3S,,p,MMRNM0096p,,Cx49,Cx49[p],,,,,,
(3S)-3-hydroxydodec-cis-6-enoyl-CoA[m],,(3S)-3-hydroxydodec-cis-6-enoyl-CoA,,,C33H56N7O18P3S,,m,MMRNM0097m,,Cx50,Cx50[m],,,,,,
(3S)-3-hydroxydodec-cis-6-enoyl-CoA[p],,(3S)-3-hydroxydodec-cis-6-enoyl-CoA,,,C33H56N7O18P3S,,p,MMRNM0097p,,Cx50,Cx50[p],,,,,,
(3S)-3-hydroxylinoleoyl-CoA[m],,(3S)-3-hydroxylinoleoyl-CoA,,,C39H66N7O18P3S,,m,MMRNM0098m,,Cx51,Cx51[m],,,,,,
(3S)-3-hydroxylinoleoyl-CoA[p],,(3S)-3-hydroxylinoleoyl-CoA,,,C39H66N7O18P3S,,p,MMRNM0098p,,Cx51,Cx51[p],,,,,,
(3S)-citramalyl-CoA[m],,(3S)-citramalyl-CoA,,bigg.metabolite/citmcoa__L;kegg.compound/C01011;hmdb/HMDB06345;chebi/CHEBI:36882;pubchem.compound/53477827;vmhmetabolite/citmcoa_L;metanetx.chemical/MNXM1251;metanetx.chemical/MNXM163785;sbo/SBO:0000247,C26H42N7O20P3S,,m,MMRNM0099m,,C01011,C01011[m],HMDB06345,C01011,53477827,CHEBI:36882,,SBO:0000247
"(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA[c]",,"(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA",,,C43H74N7O18P3S,,c,MMRNM0100c,,Cx52,Cx52[c],,,,,,
"(3S)-Hydroxy-Eicosa-Cis,Cis-11,14-Dienoyl Coenzyme A[r]",,"(3S)-Hydroxy-Eicosa-Cis,Cis-11,14-Dienoyl Coenzyme A",,,C41H66N7O18P3S,,r,MMRNM0101r,-4.0,Cx54,Cx54[r],,,,,,
"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA[c]",,"(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA",,,C41H70N7O18P3S,,c,MMRNM0102c,,Cx54,Cx54[c],,,,,,
"(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA[c]",,"(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA",,,C41H68N7O18P3S,,c,MMRNM0103c,,Cx53,Cx53[c],,,,,,
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA[m]",,"(3Z,7Z,10Z)-hexadecatrienoyl-CoA",,,C37H60N7O17P3S,,m,MMRNM0104m,,Cx55,Cx55[m],,,,,,
"(3Z,7Z,10Z)-hexadecatrienoyl-CoA[p]",,"(3Z,7Z,10Z)-hexadecatrienoyl-CoA",,,C37H60N7O17P3S,,p,MMRNM0104p,,Cx55,Cx55[p],,,,,,
(3Z)-dodecenoyl-CoA[m],,(3Z)-dodecenoyl-CoA,,bigg.metabolite/dd3coa;kegg.compound/C02944;chebi/CHEBI:27989;pubchem.compound/16061154;lipidmaps/LMFA07050009;vmhmetabolite/dd3coa;metanetx.chemical/MNXM14550;sbo/SBO:0000247,C33H56N7O17P3S,,m,MMRNM0105m,,C02944,C02944[m],,C02944,16061154,CHEBI:27989,LMFA07050009,SBO:0000247
(3Z)-dodecenoyl-CoA[p],,(3Z)-dodecenoyl-CoA,,bigg.metabolite/dd3coa;kegg.compound/C02944;chebi/CHEBI:27989;pubchem.compound/16061154;lipidmaps/LMFA07050009;vmhmetabolite/dd3coa;metanetx.chemical/MNXM14550;sbo/SBO:0000247,C33H56N7O17P3S,,p,MMRNM0105p,,C02944,C02944[p],,C02944,16061154,CHEBI:27989,LMFA07050009,SBO:0000247
(4-Hydroxy-3-Methoxyphenyl)Acetaldehyde[m],,(4-Hydroxy-3-Methoxyphenyl)Acetaldehyde,,bigg.metabolite/3mox4hpac;kegg.compound/C05581;chebi/CHEBI:28111;pubchem.compound/151276;vmhmetabolite/3mox4hpac;metanetx.chemical/MNXM4183;sbo/SBO:0000247,,"1S/C9H10O3/c1-12-9-6-7(4-5-10)2-3-8(9)11/h2-3,5-6,11H,4H2,1H3",m,MMRNM0106m,0.0,C05581,C05581[m],,C05581,151276,CHEBI:28111,,SBO:0000247
"(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA[p]",,"(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA",,,C37H64N7O17P3S,,p,MMRNM0107p,,Cx56,Cx56[p],,,,,,
"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA[c]",,"(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA",,bigg.metabolite/c226coa;kegg.compound/C16169;chebi/CHEBI:65132;lipidmaps/LMFA07050050;vmhmetabolite/c226coa;vmhmetabolite/CE4827;metanetx.chemical/MNXM3234;metanetx.chemical/MNXM91778;sbo/SBO:0000247,C43H66N7O17P3S,,c,MMRNM0108c,,C16169,C16169[c],,C16169,,CHEBI:65132,LMFA07050050,SBO:0000247
