,#,ID,NAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,CHARGE
159,,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA[r]","(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA",,kegg.compound/C16173,C43H68N7O17P3S,,r,MMRNM0109r,
160,,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c]","(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",,,C29H47NO4,,c,MMRNM0110c,-1.0
161,,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m]","(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine",,,C29H47NO4,,m,MMRNM0110m,
162,,"(4Z,7Z,10Z,13Z,16Z)-DPA[c]","(4Z,7Z,10Z,13Z,16Z)-DPA",,obo.chebi:CHEBI/65136,C22H34O2,,c,MMRNM0111c,
163,,"(4Z,7Z,10Z,13Z,16Z)-DPA[r]","(4Z,7Z,10Z,13Z,16Z)-DPA",,obo.chebi:CHEBI/65136,C22H34O2,,r,MMRNM0111r,-4.0
164,,"(4Z,7Z,10Z,13Z,16Z)-DPA[s]","(4Z,7Z,10Z,13Z,16Z)-DPA",,obo.chebi:CHEBI/65136,C22H34O2,,s,MMRNM0111s,
165,,"(4Z,7Z,10Z)-hexadecatrienoyl-CoA[m]","(4Z,7Z,10Z)-hexadecatrienoyl-CoA",,,C37H60N7O17P3S,,m,MMRNM0112m,-1.0
166,,"(4Z,7Z,10Z)-hexadecatrienoyl-CoA[p]","(4Z,7Z,10Z)-hexadecatrienoyl-CoA",,,C37H60N7O17P3S,,p,MMRNM0112p,-4.0
167,,(5-L-glutamyl)-L-amino acid[s],(5-L-glutamyl)-L-amino acid,,kegg.compound/C03740,C8H14N2O5,,s,MMRNM0114s,-4.0
168,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[c]","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",,kegg.compound/C16165,C41H64N7O17P3S,,c,MMRNM0117c,
169,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[m]","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",,kegg.compound/C16165,C41H64N7O17P3S,,m,MMRNM0117m,
170,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA[r]","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA",,kegg.compound/C16165,C41H64N7O17P3S,,r,MMRNM0117r,
171,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[c]","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",,,C27H43NO4,,c,MMRNM0118c,
172,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[m]","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",,,C27H43NO4,,m,MMRNM0118m,
173,,"(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine[r]","(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine",,,C27H43NO4,,r,MMRNM0118r,
174,,"(5Z,8Z,11Z)-eicosatrienoyl-CoA[c]","(5Z,8Z,11Z)-eicosatrienoyl-CoA",,lipidmaps/LMFA07050062,C41H68N7O17P3S,,c,MMRNM0119c,
175,,"(5Z,8Z,11Z)-eicosatrienoyl-CoA[m]","(5Z,8Z,11Z)-eicosatrienoyl-CoA",,lipidmaps/LMFA07050062,C41H68N7O17P3S,,m,MMRNM0119m,
176,,"(5Z,8Z,11Z)-eicosatrienoyl-CoA[r]","(5Z,8Z,11Z)-eicosatrienoyl-CoA",,lipidmaps/LMFA07050062,C41H68N7O17P3S,,r,MMRNM0119r,-4.0
177,,"(5Z,8Z,11Z)-eicosatrienoylcarnitine[c]","(5Z,8Z,11Z)-eicosatrienoylcarnitine",,,C27H47NO4,,c,MMRNM0120c,
178,,"(5Z,8Z,11Z)-eicosatrienoylcarnitine[m]","(5Z,8Z,11Z)-eicosatrienoylcarnitine",,,C27H47NO4,,m,MMRNM0120m,
179,,(5Z)-dodecenoyl-CoA[m],(5Z)-dodecenoyl-CoA,,,C33H56N7O17P3S,,m,MMRNM0122m,
180,,(5Z)-dodecenoyl-CoA[p],(5Z)-dodecenoyl-CoA,,,C33H56N7O17P3S,,p,MMRNM0122p,
181,,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[c]","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",,kegg.compound/C16168,C45H70N7O17P3S,,c,MMRNM0123c,
182,,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[p]","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",,kegg.compound/C16168,C45H70N7O17P3S,,p,MMRNM0123p,
183,,"(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA[r]","(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA",,kegg.compound/C16168,C45H70N7O17P3S,,r,MMRNM0123r,0.0
184,,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA[c]","(6Z,9Z,12Z,15Z,18Z,21Z)-THA",,lipidmaps/LMFA01030822,C24H36O2,,c,MMRNM0125c,
185,,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA[r]","(6Z,9Z,12Z,15Z,18Z,21Z)-THA",,lipidmaps/LMFA01030822,C24H36O2,,r,MMRNM0125r,
186,,"(6Z,9Z,12Z,15Z,18Z,21Z)-THA[s]","(6Z,9Z,12Z,15Z,18Z,21Z)-THA",,lipidmaps/LMFA01030822,C24H36O2,,s,MMRNM0125s,
187,,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[c]","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",,obo.chebi:CHEBI/63546,C45H72N7O17P3S,,c,MMRNM0126c,
188,,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[p]","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",,obo.chebi:CHEBI/63546,C45H72N7O17P3S,,p,MMRNM0126p,
189,,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA[r]","(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA",,obo.chebi:CHEBI/63546,C45H72N7O17P3S,,r,MMRNM0126r,
190,,"(6Z,9Z,12Z,15Z,18Z)-TPA[c]","(6Z,9Z,12Z,15Z,18Z)-TPA",,lipidmaps/LMFA01030820,C24H38O2,,c,MMRNM0128c,
191,,"(6Z,9Z,12Z,15Z,18Z)-TPA[r]","(6Z,9Z,12Z,15Z,18Z)-TPA",,lipidmaps/LMFA01030820,C24H38O2,,r,MMRNM0128r,
192,,"(6Z,9Z,12Z,15Z,18Z)-TPA[s]","(6Z,9Z,12Z,15Z,18Z)-TPA",,lipidmaps/LMFA01030820,C24H38O2,,s,MMRNM0128s,
193,,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c]","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",,obo.chebi:CHEBI/63545,C39H62N7O17P3S,,c,MMRNM0129c,
194,,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[m]","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",,obo.chebi:CHEBI/63545,C39H62N7O17P3S,,m,MMRNM0129m,
195,,"(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[r]","(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA",,obo.chebi:CHEBI/63545,C39H62N7O17P3S,,r,MMRNM0129r,
196,,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[c]","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",,,C25H41NO4,,c,MMRNM0130c,
197,,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[m]","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",,,C25H41NO4,,m,MMRNM0130m,
198,,"(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine[r]","(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine",,,C25H41NO4,,r,MMRNM0130r,
199,,"(6Z,9Z)-octadecadienoic acid[c]","(6Z,9Z)-octadecadienoic acid",,lipidmaps/LMFA01030332,C18H32O2,,c,MMRNM0131c,
200,,"(6Z,9Z)-octadecadienoic acid[r]","(6Z,9Z)-octadecadienoic acid",,lipidmaps/LMFA01030332,C18H32O2,,r,MMRNM0131r,
201,,"(6Z,9Z)-octadecadienoic acid[s]","(6Z,9Z)-octadecadienoic acid",,lipidmaps/LMFA01030332,C18H32O2,,s,MMRNM0131s,
202,,"(6Z,9Z)-octadecadienoyl-CoA[c]","(6Z,9Z)-octadecadienoyl-CoA",,,C39H66N7O17P3S,,c,MMRNM0132c,0.0
203,,"(6Z,9Z)-octadecadienoyl-CoA[m]","(6Z,9Z)-octadecadienoyl-CoA",,,C39H66N7O17P3S,,m,MMRNM0132m,
204,,"(6Z,9Z)-octadecadienoyl-CoA[r]","(6Z,9Z)-octadecadienoyl-CoA",,,C39H66N7O17P3S,,r,MMRNM0132r,
205,,"(6Z,9Z)-octadecadienoylcarnitine[c]","(6Z,9Z)-octadecadienoylcarnitine",,,C25H45NO4,,c,MMRNM0133c,
206,,"(6Z,9Z)-octadecadienoylcarnitine[m]","(6Z,9Z)-octadecadienoylcarnitine",,,C25H45NO4,,m,MMRNM0133m,
207,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c]","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",,obo.chebi:CHEBI/63541,C43H68N7O17P3S,,c,MMRNM0134c,
208,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[m]","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",,obo.chebi:CHEBI/63541,C43H68N7O17P3S,,m,MMRNM0134m,
209,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[r]","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",,obo.chebi:CHEBI/63541,C43H68N7O17P3S,,r,MMRNM0134r,
210,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c]","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",,,C29H47NO4,,c,MMRNM0135c,
211,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m]","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",,,C29H47NO4,,m,MMRNM0135m,
212,,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[r]","(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine",,,C29H47NO4,,r,MMRNM0135r,
213,,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c]","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",,obo.chebi:CHEBI/63544,C43H70N7O17P3S,,c,MMRNM0136c,
214,,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[m]","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",,obo.chebi:CHEBI/63544,C43H70N7O17P3S,,m,MMRNM0136m,
215,,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[r]","(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA",,obo.chebi:CHEBI/63544,C43H70N7O17P3S,,r,MMRNM0136r,
216,,(7Z)-octadecenoic acid[c],(7Z)-octadecenoic acid,,lipidmaps/LMFA01030068,C18H34O2,,c,MMRNM0137c,
217,,(7Z)-octadecenoic acid[r],(7Z)-octadecenoic acid,,lipidmaps/LMFA01030068,C18H34O2,,r,MMRNM0137r,
218,,(7Z)-octadecenoic acid[s],(7Z)-octadecenoic acid,,lipidmaps/LMFA01030068,C18H34O2,,s,MMRNM0137s,
219,,(7Z)-octadecenoyl-CoA[c],(7Z)-octadecenoyl-CoA,,,C39H68N7O17P3S,,c,MMRNM0138c,
220,,(7Z)-octadecenoyl-CoA[m],(7Z)-octadecenoyl-CoA,,,C39H68N7O17P3S,,m,MMRNM0138m,-1.0
221,,(7Z)-octadecenoyl-CoA[r],(7Z)-octadecenoyl-CoA,,,C39H68N7O17P3S,,r,MMRNM0138r,-1.0
222,,(7Z)-tetradecenoic acid[c],(7Z)-tetradecenoic acid,,obo.chebi:CHEBI/53206,C14H26O2,,c,MMRNM0139c,
223,,(7Z)-tetradecenoic acid[r],(7Z)-tetradecenoic acid,,obo.chebi:CHEBI/53206,C14H26O2,,r,MMRNM0139r,
224,,(7Z)-tetradecenoic acid[s],(7Z)-tetradecenoic acid,,obo.chebi:CHEBI/53206,C14H26O2,,s,MMRNM0139s,
225,,(7Z)-tetradecenoyl-CoA[c],(7Z)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,c,MMRNM0140c,
226,,(7Z)-tetradecenoyl-CoA[m],(7Z)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,m,MMRNM0140m,
227,,(7Z)-tetradecenoyl-CoA[p],(7Z)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,p,MMRNM0140p,
228,,(7Z)-tetradecenoyl-CoA[r],(7Z)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,r,MMRNM0140r,
229,,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[c]","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",,kegg.compound/C16164,C41H66N7O17P3S,,c,MMRNM0141c,
230,,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[m]","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",,kegg.compound/C16164,C41H66N7O17P3S,,m,MMRNM0141m,
231,,"(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA[r]","(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA",,kegg.compound/C16164,C41H66N7O17P3S,,r,MMRNM0141r,
232,,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[c]","(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",,,C27H45NO4,,c,MMRNM0142c,
233,,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[m]","(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",,,C27H45NO4,,m,MMRNM0142m,
234,,"(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine[r]","(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine",,,C27H45NO4,,r,MMRNM0142r,
235,,"(8Z,11Z)-eicosadienoyl-CoA[c]","(8Z,11Z)-eicosadienoyl-CoA",,lipidmaps/LMFA07050061,C41H70N7O17P3S,,c,MMRNM0143c,
236,,"(8Z,11Z)-eicosadienoyl-CoA[m]","(8Z,11Z)-eicosadienoyl-CoA",,lipidmaps/LMFA07050061,C41H70N7O17P3S,,m,MMRNM0143m,
237,,"(8Z,11Z)-eicosadienoyl-CoA[r]","(8Z,11Z)-eicosadienoyl-CoA",,lipidmaps/LMFA07050061,C41H70N7O17P3S,,r,MMRNM0143r,
238,,"(8Z,11Z)-eicosadienoylcarnitine[c]","(8Z,11Z)-eicosadienoylcarnitine",,,C27H49NO4,,c,MMRNM0144c,
239,,"(8Z,11Z)-eicosadienoylcarnitine[m]","(8Z,11Z)-eicosadienoylcarnitine",,,C27H49NO4,,m,MMRNM0144m,
240,,(9E)-octadecenoyl-CoA[c],(9E)-octadecenoyl-CoA,,,C39H68N7O17P3S,,c,MMRNM0145c,
241,,(9E)-octadecenoyl-CoA[m],(9E)-octadecenoyl-CoA,,,C39H68N7O17P3S,,m,MMRNM0145m,
242,,(9E)-octadecenoyl-CoA[r],(9E)-octadecenoyl-CoA,,,C39H68N7O17P3S,,r,MMRNM0145r,
243,,(9E)-octadecenoylcarnitine[c],(9E)-octadecenoylcarnitine,,,C25H47NO4,,c,MMRNM0146c,
244,,(9E)-octadecenoylcarnitine[m],(9E)-octadecenoylcarnitine,,,C25H47NO4,,m,MMRNM0146m,
245,,(9E)-tetradecenoic acid[c],(9E)-tetradecenoic acid,,lipidmaps/LMFA01030250,C14H26O2,,c,MMRNM0147c,
246,,(9E)-tetradecenoic acid[r],(9E)-tetradecenoic acid,,lipidmaps/LMFA01030250,C14H26O2,,r,MMRNM0147r,
247,,(9E)-tetradecenoic acid[s],(9E)-tetradecenoic acid,,lipidmaps/LMFA01030250,C14H26O2,,s,MMRNM0147s,
248,,(9E)-tetradecenoyl-CoA[c],(9E)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,c,MMRNM0148c,
249,,(9E)-tetradecenoyl-CoA[m],(9E)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,m,MMRNM0148m,
250,,(9E)-tetradecenoyl-CoA[r],(9E)-tetradecenoyl-CoA,,,C35H60N7O17P3S,,r,MMRNM0148r,
251,,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[c]","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",,obo.chebi:CHEBI/63543,C45H72N7O17P3S,,c,MMRNM0150c,
252,,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[p]","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",,obo.chebi:CHEBI/63543,C45H72N7O17P3S,,p,MMRNM0150p,
253,,"(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA[r]","(9Z,12Z,15Z,18Z,21Z)-tetracosapentaenoyl-CoA",,obo.chebi:CHEBI/63543,C45H72N7O17P3S,,r,MMRNM0150r,
254,,"(9Z,12Z,15Z,18Z,21Z)-TPA[c]","(9Z,12Z,15Z,18Z,21Z)-TPA",,lipidmaps/LMFA01030821,C24H38O2,,c,MMRNM0152c,
255,,"(9Z,12Z,15Z,18Z,21Z)-TPA[r]","(9Z,12Z,15Z,18Z,21Z)-TPA",,lipidmaps/LMFA01030821,C24H38O2,,r,MMRNM0152r,
256,,"(9Z,12Z,15Z,18Z,21Z)-TPA[s]","(9Z,12Z,15Z,18Z,21Z)-TPA",,lipidmaps/LMFA01030821,C24H38O2,,s,MMRNM0152s,
257,,"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A[c]","(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl Coenzyme A",,hmdb/HMDB06516;kegg.compound/C16171;pubchem.compound/53477846,,"1S/C45H74N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-25-36(54)73-29-28-47-35(53)26-27-48-43(57)40(56)45(2,3)31-66-72(63,64)69-71(61,62)65-30-34-39(68-70(58,59)60)38(55)44(67-34)52-33-51-37-41(46)49-32-50-42(37)52/h8-9,11-12,14-15,17-18,32-34,38-40,44,55-56H,4-7,10,13,16,19-31H2,1-3H3,(H,47,53)(H,48,57)(H,61,62)(H,63,64)(H2,46,49,50)(H2,58,59,60)/p-4/b9-8-,12-11-,15-14-,18-17-/t34-,38-,39-,40+,44-/m1/s1",c,MMRNM0153c,
258,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[c]","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",,obo.chebi:CHEBI/63548,C45H74N7O17P3S,,c,MMRNM0154c,
259,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[p]","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",,obo.chebi:CHEBI/63548,C45H74N7O17P3S,,p,MMRNM0154p,
260,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA[r]","(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA",,obo.chebi:CHEBI/63548,C45H74N7O17P3S,,r,MMRNM0154r,
261,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[c]","(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine",,,C31H53NO4,,c,MMRNM0155c,
262,,"(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine[r]","(9Z,12Z,15Z,18Z)-tetracosatetraenoylcarnitine",,,C31H53NO4,,r,MMRNM0155r,
263,,"(9Z,12Z,15Z,18Z)-TTA[c]","(9Z,12Z,15Z,18Z)-TTA",,lipidmaps/LMFA01030819,C24H40O2,,c,MMRNM0156c,
264,,"(9Z,12Z,15Z,18Z)-TTA[r]","(9Z,12Z,15Z,18Z)-TTA",,lipidmaps/LMFA01030819,C24H40O2,,r,MMRNM0156r,
265,,"(9Z,12Z,15Z,18Z)-TTA[s]","(9Z,12Z,15Z,18Z)-TTA",,lipidmaps/LMFA01030819,C24H40O2,,s,MMRNM0156s,
266,,(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r],(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C76H127N2O60X,,r,MMRNM0159r,
267,,(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r],(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C82H137N2O65X,,r,MMRNM0160r,
268,,(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r],(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C88H147N2O70X,,r,MMRNM0161r,
269,,(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[l],(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine,,,C26H45NO21,,l,MMRNM0162l,
270,,(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g],(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C46H77N2O35X,,g,MMRNM0163g,
271,,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g],(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1),,,C52H87N2O40X,,g,MMRNM0164g,
272,,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g],(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2),,,C52H87N2O40X,,g,MMRNM0165g,
273,,(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g],(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C),,,C52H87N2O40X,,g,MMRNM0166g,
274,,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A)[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (A),,,C58H97N2O45X,,g,MMRNM0167g,
275,,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1)[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B1),,,C58H97N2O45X,,g,MMRNM0168g,
276,,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2),,,C58H97N2O45X,,g,MMRNM0169g,
277,,(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C)[g],(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (C),,,C58H97N2O45X,,g,MMRNM0170g,
278,,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)[g]","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",,,C64H107N2O50X,,g,MMRNM0171g,
279,,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[g]","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",,,C64H107N2O50X,,g,MMRNM0172g,
280,,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)[r]","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)",,,C64H107N2O50X,,r,MMRNM0172r,
281,,"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)[g]","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",,,C64H107N2O50X,,g,MMRNM0173g,
282,,(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[g],(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C70H117N2O55X,,g,MMRNM0174g,
283,,(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)[r],(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),,,C70H117N2O55X,,r,MMRNM0174r,
284,,(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1[r],(Glc)3 (GlcNAc)2 (Man)9 (PP-Dol)1,,kegg.compound/G00008,(Glc)3(GlcNAc)2(Man)9(PP-Dol)1,,r,MMRNM0176r,
285,,(R)-3-hydroxybutanoate[c],(R)-3-hydroxybutanoate,,obo.chebi:CHEBI/10983,C4H8O3,,c,MMRNM0179c,
286,,(R)-3-hydroxybutanoate[m],(R)-3-hydroxybutanoate,,obo.chebi:CHEBI/10983,C4H8O3,,m,MMRNM0179m,
287,,(R)-3-hydroxybutanoate[s],(R)-3-hydroxybutanoate,,obo.chebi:CHEBI/10983,C4H8O3,,s,MMRNM0179s,
288,,(R)-3-hydroxybutanoyl-[ACP][c],(R)-3-hydroxybutanoyl-[ACP],,kegg.compound/C04618,C4H7O2SR,,c,MMRNM0181c,
289,,(R)-3-hydroxydecanoyl-[ACP][c],(R)-3-hydroxydecanoyl-[ACP],,kegg.compound/C04619,C10H19O2SR,,c,MMRNM0183c,
290,,(R)-3-hydroxyoctanoyl-[ACP][c],(R)-3-hydroxyoctanoyl-[ACP],,kegg.compound/C04620,C8H15O2SR,,c,MMRNM0184c,
291,,(R)-3-hydroxypalmitoyl-[ACP][c],(R)-3-hydroxypalmitoyl-[ACP],,kegg.compound/C04633,C16H31O2SR,,c,MMRNM0185c,
292,,(R)-4-phosphopantothenoyl-cysteine[c],(R)-4-phosphopantothenoyl-cysteine,,obo.chebi:CHEBI/15769,C12H23N2O9PS,,c,MMRNM0186c,
293,,(R)-4-phosphopantothenoyl-cysteine[m],(R)-4-phosphopantothenoyl-cysteine,,obo.chebi:CHEBI/15769,C12H23N2O9PS,,m,MMRNM0186m,
